Orders.Sub-Category,Orders.Segment,Orders.Region,Orders.Ship Mode,Orders.Customer Name,Orders.Country,Orders.Category,Orders.State,Orders.City,CountNonNull(Orders.Postal Code),Sum(Orders.Discount)
Art,Home Office,West,Standard Class,Roger Barcio,United States,Office Supplies,Oregon,Portland,,
Binders,Home Office,West,Standard Class,Roger Barcio,United States,Office Supplies,Oregon,Portland,1,0.7
Fasteners,Home Office,West,Standard Class,Roger Barcio,United States,Office Supplies,Oregon,Portland,,
Paper,Home Office,West,Standard Class,Roger Barcio,United States,Office Supplies,Oregon,Portland,,
Appliances,Home Office,West,Standard Class,Anne Pryor,United States,Office Supplies,California,Los Angeles,,
Art,Home Office,West,Standard Class,Anne Pryor,United States,Office Supplies,California,Los Angeles,1,0
Binders,Home Office,West,Standard Class,Anne Pryor,United States,Office Supplies,California,Los Angeles,2,0.4
Fasteners,Home Office,West,Standard Class,Anne Pryor,United States,Office Supplies,California,Los Angeles,1,0
Paper,Home Office,West,Standard Class,Anne Pryor,United States,Office Supplies,California,Los Angeles,1,0
Appliances,Home Office,West,Standard Class,Carl Weiss,United States,Office Supplies,California,Los Angeles,,
Art,Home Office,West,Standard Class,Carl Weiss,United States,Office Supplies,California,Los Angeles,,
Binders,Home Office,West,Standard Class,Carl Weiss,United States,Office Supplies,California,Los Angeles,2,0.4
Fasteners,Home Office,West,Standard Class,Carl Weiss,United States,Office Supplies,California,Los Angeles,,
Paper,Home Office,West,Standard Class,Carl Weiss,United States,Office Supplies,California,Los Angeles,1,0
Appliances,Home Office,West,Standard Class,Carl Weiss,United States,Office Supplies,Montana,Bozeman,,
Art,Home Office,West,Standard Class,Carl Weiss,United States,Office Supplies,Montana,Bozeman,,
Binders,Home Office,West,Standard Class,Carl Weiss,United States,Office Supplies,Montana,Bozeman,,
Fasteners,Home Office,West,Standard Class,Carl Weiss,United States,Office Supplies,Montana,Bozeman,,
Paper,Home Office,West,Standard Class,Carl Weiss,United States,Office Supplies,Montana,Bozeman,1,0
Appliances,Home Office,West,Standard Class,Max Ludwig,United States,Office Supplies,Oregon,Springfield,,
Art,Home Office,West,Standard Class,Max Ludwig,United States,Office Supplies,Oregon,Springfield,1,0.2
Binders,Home Office,West,Standard Class,Max Ludwig,United States,Office Supplies,Oregon,Springfield,,
Fasteners,Home Office,West,Standard Class,Max Ludwig,United States,Office Supplies,Oregon,Springfield,1,0.2
Paper,Home Office,West,Standard Class,Max Ludwig,United States,Office Supplies,Oregon,Springfield,,
Appliances,Home Office,West,Standard Class,Patrick Bzostek,United States,Office Supplies,California,San Francisco,,
Art,Home Office,West,Standard Class,Patrick Bzostek,United States,Office Supplies,California,San Francisco,,
Binders,Home Office,West,Standard Class,Patrick Bzostek,United States,Office Supplies,California,San Francisco,1,0.2
Fasteners,Home Office,West,Standard Class,Patrick Bzostek,United States,Office Supplies,California,San Francisco,,
Paper,Home Office,West,Standard Class,Patrick Bzostek,United States,Office Supplies,California,San Francisco,,
Appliances,Home Office,West,Standard Class,Patrick Bzostek,United States,Office Supplies,Utah,Salt Lake City,,
Art,Home Office,West,Standard Class,Patrick Bzostek,United States,Office Supplies,Utah,Salt Lake City,,
Binders,Home Office,West,Standard Class,Patrick Bzostek,United States,Office Supplies,Utah,Salt Lake City,1,0.2
Fasteners,Home Office,West,Standard Class,Patrick Bzostek,United States,Office Supplies,Utah,Salt Lake City,,
Paper,Home Office,West,Standard Class,Patrick Bzostek,United States,Office Supplies,Utah,Salt Lake City,3,0
Appliances,Home Office,West,Standard Class,Ann Steele,United States,Office Supplies,California,San Francisco,,
Art,Home Office,West,Standard Class,Ann Steele,United States,Office Supplies,California,San Francisco,,
Binders,Home Office,West,Standard Class,Ann Steele,United States,Office Supplies,California,San Francisco,1,0.2
Fasteners,Home Office,West,Standard Class,Ann Steele,United States,Office Supplies,California,San Francisco,,
Paper,Home Office,West,Standard Class,Ann Steele,United States,Office Supplies,California,San Francisco,,
Appliances,Home Office,West,Standard Class,Arthur Wiediger,United States,Office Supplies,California,San Francisco,,
Art,Home Office,West,Standard Class,Arthur Wiediger,United States,Office Supplies,California,San Francisco,,
Binders,Home Office,West,Standard Class,Arthur Wiediger,United States,Office Supplies,California,San Francisco,1,0.2
Fasteners,Home Office,West,Standard Class,Arthur Wiediger,United States,Office Supplies,California,San Francisco,,
Paper,Home Office,West,Standard Class,Arthur Wiediger,United States,Office Supplies,California,San Francisco,,
Appliances,Home Office,West,Standard Class,Barry Franz,United States,Office Supplies,Colorado,Aurora,,
Art,Home Office,West,Standard Class,Barry Franz,United States,Office Supplies,Colorado,Aurora,1,0.2
Binders,Home Office,West,Standard Class,Barry Franz,United States,Office Supplies,Colorado,Aurora,,
Fasteners,Home Office,West,Standard Class,Barry Franz,United States,Office Supplies,Colorado,Aurora,,
Paper,Home Office,West,Standard Class,Barry Franz,United States,Office Supplies,Colorado,Aurora,,
Appliances,Home Office,West,Standard Class,Barry Franz,United States,Office Supplies,California,Pasadena,1,0
Art,Home Office,West,Standard Class,Barry Franz,United States,Office Supplies,California,Pasadena,1,0
Binders,Home Office,West,Standard Class,Barry Franz,United States,Office Supplies,California,Pasadena,,
Fasteners,Home Office,West,Standard Class,Barry Franz,United States,Office Supplies,California,Pasadena,1,0
Paper,Home Office,West,Standard Class,Barry Franz,United States,Office Supplies,California,Pasadena,,
Appliances,Home Office,West,Standard Class,Ben Ferrer,United States,Office Supplies,California,San Francisco,,
Art,Home Office,West,Standard Class,Ben Ferrer,United States,Office Supplies,California,San Francisco,,
Binders,Home Office,West,Standard Class,Ben Ferrer,United States,Office Supplies,California,San Francisco,1,0.2
Fasteners,Home Office,West,Standard Class,Ben Ferrer,United States,Office Supplies,California,San Francisco,,
Paper,Home Office,West,Standard Class,Ben Ferrer,United States,Office Supplies,California,San Francisco,,
Appliances,Home Office,West,Standard Class,Ben Ferrer,United States,Office Supplies,California,Los Angeles,1,0
Art,Home Office,West,Standard Class,Ben Ferrer,United States,Office Supplies,California,Los Angeles,,
Binders,Home Office,West,Standard Class,Ben Ferrer,United States,Office Supplies,California,Los Angeles,,
Fasteners,Home Office,West,Standard Class,Ben Ferrer,United States,Office Supplies,California,Los Angeles,,
Paper,Home Office,West,Standard Class,Ben Ferrer,United States,Office Supplies,California,Los Angeles,,
Appliances,Home Office,West,Standard Class,Beth Thompson,United States,Office Supplies,Washington,Seattle,,
Art,Home Office,West,Standard Class,Beth Thompson,United States,Office Supplies,Washington,Seattle,1,0
Binders,Home Office,West,Standard Class,Beth Thompson,United States,Office Supplies,Washington,Seattle,1,0.2
Fasteners,Home Office,West,Standard Class,Beth Thompson,United States,Office Supplies,Washington,Seattle,,
Paper,Home Office,West,Standard Class,Beth Thompson,United States,Office Supplies,Washington,Seattle,,
Appliances,Home Office,West,Standard Class,Beth Thompson,United States,Office Supplies,California,San Gabriel,1,0
Art,Home Office,West,Standard Class,Beth Thompson,United States,Office Supplies,California,San Gabriel,,
Binders,Home Office,West,Standard Class,Beth Thompson,United States,Office Supplies,California,San Gabriel,,
Fasteners,Home Office,West,Standard Class,Beth Thompson,United States,Office Supplies,California,San Gabriel,,
Paper,Home Office,West,Standard Class,Beth Thompson,United States,Office Supplies,California,San Gabriel,,
Appliances,Home Office,West,Standard Class,Cathy Armstrong,United States,Office Supplies,California,Los Angeles,1,0
Art,Home Office,West,Standard Class,Cathy Armstrong,United States,Office Supplies,California,Los Angeles,,
Binders,Home Office,West,Standard Class,Cathy Armstrong,United States,Office Supplies,California,Los Angeles,1,0.2
Fasteners,Home Office,West,Standard Class,Cathy Armstrong,United States,Office Supplies,California,Los Angeles,,
Paper,Home Office,West,Standard Class,Cathy Armstrong,United States,Office Supplies,California,Los Angeles,,
Appliances,Home Office,West,Standard Class,Chad Cunningham,United States,Office Supplies,California,Los Angeles,,
Art,Home Office,West,Standard Class,Chad Cunningham,United States,Office Supplies,California,Los Angeles,,
Binders,Home Office,West,Standard Class,Chad Cunningham,United States,Office Supplies,California,Los Angeles,1,0.2
Fasteners,Home Office,West,Standard Class,Chad Cunningham,United States,Office Supplies,California,Los Angeles,,
Paper,Home Office,West,Standard Class,Chad Cunningham,United States,Office Supplies,California,Los Angeles,,
Appliances,Home Office,West,Standard Class,Christine Kargatis,United States,Office Supplies,Utah,Orem,,
Art,Home Office,West,Standard Class,Christine Kargatis,United States,Office Supplies,Utah,Orem,,
Binders,Home Office,West,Standard Class,Christine Kargatis,United States,Office Supplies,Utah,Orem,1,0.2
Fasteners,Home Office,West,Standard Class,Christine Kargatis,United States,Office Supplies,Utah,Orem,,
Paper,Home Office,West,Standard Class,Christine Kargatis,United States,Office Supplies,Utah,Orem,,
Appliances,Home Office,West,Standard Class,Christine Kargatis,United States,Office Supplies,Washington,Seattle,,
Art,Home Office,West,Standard Class,Christine Kargatis,United States,Office Supplies,Washington,Seattle,1,0
Binders,Home Office,West,Standard Class,Christine Kargatis,United States,Office Supplies,Washington,Seattle,,
Fasteners,Home Office,West,Standard Class,Christine Kargatis,United States,Office Supplies,Washington,Seattle,,
Paper,Home Office,West,Standard Class,Christine Kargatis,United States,Office Supplies,Washington,Seattle,,
Appliances,Home Office,West,Standard Class,Christopher Schild,United States,Office Supplies,California,San Jose,,
Art,Home Office,West,Standard Class,Christopher Schild,United States,Office Supplies,California,San Jose,,
Binders,Home Office,West,Standard Class,Christopher Schild,United States,Office Supplies,California,San Jose,1,0.2
Fasteners,Home Office,West,Standard Class,Christopher Schild,United States,Office Supplies,California,San Jose,,
Paper,Home Office,West,Standard Class,Christopher Schild,United States,Office Supplies,California,San Jose,,
Appliances,Home Office,West,Standard Class,Cynthia Delaney,United States,Office Supplies,California,Moreno Valley,1,0
Art,Home Office,West,Standard Class,Cynthia Delaney,United States,Office Supplies,California,Moreno Valley,,
Binders,Home Office,West,Standard Class,Cynthia Delaney,United States,Office Supplies,California,Moreno Valley,1,0.2
Fasteners,Home Office,West,Standard Class,Cynthia Delaney,United States,Office Supplies,California,Moreno Valley,1,0
Paper,Home Office,West,Standard Class,Cynthia Delaney,United States,Office Supplies,California,Moreno Valley,,
Appliances,Home Office,West,Standard Class,Cynthia Delaney,United States,Office Supplies,California,San Diego,,
Art,Home Office,West,Standard Class,Cynthia Delaney,United States,Office Supplies,California,San Diego,,
Binders,Home Office,West,Standard Class,Cynthia Delaney,United States,Office Supplies,California,San Diego,,
Fasteners,Home Office,West,Standard Class,Cynthia Delaney,United States,Office Supplies,California,San Diego,1,0
Paper,Home Office,West,Standard Class,Cynthia Delaney,United States,Office Supplies,California,San Diego,,
Appliances,Home Office,West,Standard Class,Deborah Brumfield,United States,Office Supplies,California,San Diego,,
Art,Home Office,West,Standard Class,Deborah Brumfield,United States,Office Supplies,California,San Diego,,
Binders,Home Office,West,Standard Class,Deborah Brumfield,United States,Office Supplies,California,San Diego,1,0.2
Fasteners,Home Office,West,Standard Class,Deborah Brumfield,United States,Office Supplies,California,San Diego,,
Paper,Home Office,West,Standard Class,Deborah Brumfield,United States,Office Supplies,California,San Diego,1,0
Appliances,Home Office,West,Standard Class,Dennis Bolton,United States,Office Supplies,California,Riverside,,
Art,Home Office,West,Standard Class,Dennis Bolton,United States,Office Supplies,California,Riverside,,
Binders,Home Office,West,Standard Class,Dennis Bolton,United States,Office Supplies,California,Riverside,1,0.2
Fasteners,Home Office,West,Standard Class,Dennis Bolton,United States,Office Supplies,California,Riverside,,
Paper,Home Office,West,Standard Class,Dennis Bolton,United States,Office Supplies,California,Riverside,,
Appliances,Home Office,West,Standard Class,Dennis Pardue,United States,Office Supplies,California,Los Angeles,,
Art,Home Office,West,Standard Class,Dennis Pardue,United States,Office Supplies,California,Los Angeles,,
Binders,Home Office,West,Standard Class,Dennis Pardue,United States,Office Supplies,California,Los Angeles,1,0.2
Fasteners,Home Office,West,Standard Class,Dennis Pardue,United States,Office Supplies,California,Los Angeles,,
Paper,Home Office,West,Standard Class,Dennis Pardue,United States,Office Supplies,California,Los Angeles,,
Appliances,Home Office,West,Standard Class,Dennis Pardue,United States,Office Supplies,California,San Francisco,1,0
Art,Home Office,West,Standard Class,Dennis Pardue,United States,Office Supplies,California,San Francisco,,
Binders,Home Office,West,Standard Class,Dennis Pardue,United States,Office Supplies,California,San Francisco,,
Fasteners,Home Office,West,Standard Class,Dennis Pardue,United States,Office Supplies,California,San Francisco,1,0
Paper,Home Office,West,Standard Class,Dennis Pardue,United States,Office Supplies,California,San Francisco,,
Appliances,Home Office,West,Standard Class,Erica Hernandez,United States,Office Supplies,Colorado,Denver,,
Art,Home Office,West,Standard Class,Erica Hernandez,United States,Office Supplies,Colorado,Denver,,
Binders,Home Office,West,Standard Class,Erica Hernandez,United States,Office Supplies,Colorado,Denver,,
Fasteners,Home Office,West,Standard Class,Erica Hernandez,United States,Office Supplies,Colorado,Denver,,
Paper,Home Office,West,Standard Class,Erica Hernandez,United States,Office Supplies,Colorado,Denver,1,0.2
Appliances,Home Office,West,Standard Class,Eugene Moren,United States,Office Supplies,Montana,Great Falls,,
Art,Home Office,West,Standard Class,Eugene Moren,United States,Office Supplies,Montana,Great Falls,,
Binders,Home Office,West,Standard Class,Eugene Moren,United States,Office Supplies,Montana,Great Falls,1,0.2
Fasteners,Home Office,West,Standard Class,Eugene Moren,United States,Office Supplies,Montana,Great Falls,,
Paper,Home Office,West,Standard Class,Eugene Moren,United States,Office Supplies,Montana,Great Falls,,
Appliances,Home Office,West,Standard Class,Frank Merwin,United States,Office Supplies,California,Bakersfield,,
Art,Home Office,West,Standard Class,Frank Merwin,United States,Office Supplies,California,Bakersfield,,
Binders,Home Office,West,Standard Class,Frank Merwin,United States,Office Supplies,California,Bakersfield,1,0.2
Fasteners,Home Office,West,Standard Class,Frank Merwin,United States,Office Supplies,California,Bakersfield,,
Paper,Home Office,West,Standard Class,Frank Merwin,United States,Office Supplies,California,Bakersfield,1,0
Appliances,Home Office,West,Standard Class,Frank Merwin,United States,Office Supplies,Washington,Vancouver,,
Art,Home Office,West,Standard Class,Frank Merwin,United States,Office Supplies,Washington,Vancouver,1,0
Binders,Home Office,West,Standard Class,Frank Merwin,United States,Office Supplies,Washington,Vancouver,,
Fasteners,Home Office,West,Standard Class,Frank Merwin,United States,Office Supplies,Washington,Vancouver,,
Paper,Home Office,West,Standard Class,Frank Merwin,United States,Office Supplies,Washington,Vancouver,,
Appliances,Home Office,West,Standard Class,Gary Hansen,United States,Office Supplies,California,Los Angeles,,
Art,Home Office,West,Standard Class,Gary Hansen,United States,Office Supplies,California,Los Angeles,,
Binders,Home Office,West,Standard Class,Gary Hansen,United States,Office Supplies,California,Los Angeles,1,0.2
Fasteners,Home Office,West,Standard Class,Gary Hansen,United States,Office Supplies,California,Los Angeles,,
Paper,Home Office,West,Standard Class,Gary Hansen,United States,Office Supplies,California,Los Angeles,,
Appliances,Home Office,West,Standard Class,James Lanier,United States,Office Supplies,California,San Francisco,1,0
Art,Home Office,West,Standard Class,James Lanier,United States,Office Supplies,California,San Francisco,,
Binders,Home Office,West,Standard Class,James Lanier,United States,Office Supplies,California,San Francisco,1,0.2
Fasteners,Home Office,West,Standard Class,James Lanier,United States,Office Supplies,California,San Francisco,,
Paper,Home Office,West,Standard Class,James Lanier,United States,Office Supplies,California,San Francisco,,
Appliances,Home Office,West,Standard Class,Jim Kriz,United States,Office Supplies,California,San Bernardino,,
Art,Home Office,West,Standard Class,Jim Kriz,United States,Office Supplies,California,San Bernardino,,
Binders,Home Office,West,Standard Class,Jim Kriz,United States,Office Supplies,California,San Bernardino,1,0.2
Fasteners,Home Office,West,Standard Class,Jim Kriz,United States,Office Supplies,California,San Bernardino,,
Paper,Home Office,West,Standard Class,Jim Kriz,United States,Office Supplies,California,San Bernardino,,
Appliances,Home Office,West,Standard Class,Kristina Nunn,United States,Office Supplies,Washington,Seattle,,
Art,Home Office,West,Standard Class,Kristina Nunn,United States,Office Supplies,Washington,Seattle,1,0
Binders,Home Office,West,Standard Class,Kristina Nunn,United States,Office Supplies,Washington,Seattle,1,0.2
Fasteners,Home Office,West,Standard Class,Kristina Nunn,United States,Office Supplies,Washington,Seattle,,
Paper,Home Office,West,Standard Class,Kristina Nunn,United States,Office Supplies,Washington,Seattle,,
Appliances,Home Office,West,Standard Class,Maria Zettner,United States,Office Supplies,Arizona,Phoenix,,
Art,Home Office,West,Standard Class,Maria Zettner,United States,Office Supplies,Arizona,Phoenix,1,0.2
Binders,Home Office,West,Standard Class,Maria Zettner,United States,Office Supplies,Arizona,Phoenix,,
Fasteners,Home Office,West,Standard Class,Maria Zettner,United States,Office Supplies,Arizona,Phoenix,,
Paper,Home Office,West,Standard Class,Maria Zettner,United States,Office Supplies,Arizona,Phoenix,,
Appliances,Home Office,West,Standard Class,Michelle Arnett,United States,Office Supplies,California,Los Angeles,1,0
Art,Home Office,West,Standard Class,Michelle Arnett,United States,Office Supplies,California,Los Angeles,,
Binders,Home Office,West,Standard Class,Michelle Arnett,United States,Office Supplies,California,Los Angeles,1,0.2
Fasteners,Home Office,West,Standard Class,Michelle Arnett,United States,Office Supplies,California,Los Angeles,,
Paper,Home Office,West,Standard Class,Michelle Arnett,United States,Office Supplies,California,Los Angeles,,
Appliances,Home Office,West,Standard Class,Michelle Arnett,United States,Office Supplies,New Mexico,Las Cruces,,
Art,Home Office,West,Standard Class,Michelle Arnett,United States,Office Supplies,New Mexico,Las Cruces,1,0
Binders,Home Office,West,Standard Class,Michelle Arnett,United States,Office Supplies,New Mexico,Las Cruces,,
Fasteners,Home Office,West,Standard Class,Michelle Arnett,United States,Office Supplies,New Mexico,Las Cruces,,
Paper,Home Office,West,Standard Class,Michelle Arnett,United States,Office Supplies,New Mexico,Las Cruces,,
Appliances,Home Office,West,Standard Class,Nick Zandusky,United States,Office Supplies,California,Los Angeles,,
Art,Home Office,West,Standard Class,Nick Zandusky,United States,Office Supplies,California,Los Angeles,,
Binders,Home Office,West,Standard Class,Nick Zandusky,United States,Office Supplies,California,Los Angeles,1,0.2
Fasteners,Home Office,West,Standard Class,Nick Zandusky,United States,Office Supplies,California,Los Angeles,,
Paper,Home Office,West,Standard Class,Nick Zandusky,United States,Office Supplies,California,Los Angeles,,
Appliances,Home Office,West,Standard Class,Nick Zandusky,United States,Office Supplies,Idaho,Meridian,1,0
Art,Home Office,West,Standard Class,Nick Zandusky,United States,Office Supplies,Idaho,Meridian,,
Binders,Home Office,West,Standard Class,Nick Zandusky,United States,Office Supplies,Idaho,Meridian,,
Fasteners,Home Office,West,Standard Class,Nick Zandusky,United States,Office Supplies,Idaho,Meridian,,
Paper,Home Office,West,Standard Class,Nick Zandusky,United States,Office Supplies,Idaho,Meridian,1,0
Appliances,Home Office,West,Standard Class,Parhena Norris,United States,Office Supplies,California,Bakersfield,,
Art,Home Office,West,Standard Class,Parhena Norris,United States,Office Supplies,California,Bakersfield,,
Binders,Home Office,West,Standard Class,Parhena Norris,United States,Office Supplies,California,Bakersfield,1,0.2
Fasteners,Home Office,West,Standard Class,Parhena Norris,United States,Office Supplies,California,Bakersfield,,
Paper,Home Office,West,Standard Class,Parhena Norris,United States,Office Supplies,California,Bakersfield,,
Appliances,Home Office,West,Standard Class,Paul Stevenson,United States,Office Supplies,Washington,Seattle,,
Art,Home Office,West,Standard Class,Paul Stevenson,United States,Office Supplies,Washington,Seattle,,
Binders,Home Office,West,Standard Class,Paul Stevenson,United States,Office Supplies,Washington,Seattle,1,0.2
Fasteners,Home Office,West,Standard Class,Paul Stevenson,United States,Office Supplies,Washington,Seattle,1,0
Paper,Home Office,West,Standard Class,Paul Stevenson,United States,Office Supplies,Washington,Seattle,,
Appliances,Home Office,West,Standard Class,Paul Van Hugh,United States,Office Supplies,California,Los Angeles,,
Art,Home Office,West,Standard Class,Paul Van Hugh,United States,Office Supplies,California,Los Angeles,,
Binders,Home Office,West,Standard Class,Paul Van Hugh,United States,Office Supplies,California,Los Angeles,1,0.2
Fasteners,Home Office,West,Standard Class,Paul Van Hugh,United States,Office Supplies,California,Los Angeles,,
Paper,Home Office,West,Standard Class,Paul Van Hugh,United States,Office Supplies,California,Los Angeles,,
Appliances,Home Office,West,Standard Class,Pauline Chand,United States,Office Supplies,Arizona,Chandler,,
Art,Home Office,West,Standard Class,Pauline Chand,United States,Office Supplies,Arizona,Chandler,,
Binders,Home Office,West,Standard Class,Pauline Chand,United States,Office Supplies,Arizona,Chandler,,
Fasteners,Home Office,West,Standard Class,Pauline Chand,United States,Office Supplies,Arizona,Chandler,1,0.2
Paper,Home Office,West,Standard Class,Pauline Chand,United States,Office Supplies,Arizona,Chandler,,
Appliances,Home Office,West,Standard Class,Pauline Chand,United States,Office Supplies,California,Los Angeles,,
Art,Home Office,West,Standard Class,Pauline Chand,United States,Office Supplies,California,Los Angeles,1,0
Binders,Home Office,West,Standard Class,Pauline Chand,United States,Office Supplies,California,Los Angeles,,
Fasteners,Home Office,West,Standard Class,Pauline Chand,United States,Office Supplies,California,Los Angeles,,
Paper,Home Office,West,Standard Class,Pauline Chand,United States,Office Supplies,California,Los Angeles,,
Appliances,Home Office,West,Standard Class,Pete Armstrong,United States,Office Supplies,California,San Francisco,,
Art,Home Office,West,Standard Class,Pete Armstrong,United States,Office Supplies,California,San Francisco,,
Binders,Home Office,West,Standard Class,Pete Armstrong,United States,Office Supplies,California,San Francisco,1,0.2
Fasteners,Home Office,West,Standard Class,Pete Armstrong,United States,Office Supplies,California,San Francisco,,
Paper,Home Office,West,Standard Class,Pete Armstrong,United States,Office Supplies,California,San Francisco,,
Appliances,Home Office,West,Standard Class,Rick Bensley,United States,Office Supplies,California,Vallejo,,
Art,Home Office,West,Standard Class,Rick Bensley,United States,Office Supplies,California,Vallejo,,
Binders,Home Office,West,Standard Class,Rick Bensley,United States,Office Supplies,California,Vallejo,1,0.2
Fasteners,Home Office,West,Standard Class,Rick Bensley,United States,Office Supplies,California,Vallejo,,
Paper,Home Office,West,Standard Class,Rick Bensley,United States,Office Supplies,California,Vallejo,,
Appliances,Home Office,West,Standard Class,Sample Company A,United States,Office Supplies,California,La Mesa,,
Art,Home Office,West,Standard Class,Sample Company A,United States,Office Supplies,California,La Mesa,,
Binders,Home Office,West,Standard Class,Sample Company A,United States,Office Supplies,California,La Mesa,1,0.2
Fasteners,Home Office,West,Standard Class,Sample Company A,United States,Office Supplies,California,La Mesa,,
Paper,Home Office,West,Standard Class,Sample Company A,United States,Office Supplies,California,La Mesa,,
Appliances,Home Office,West,Standard Class,Sample Company A,United States,Office Supplies,California,Los Angeles,,
Art,Home Office,West,Standard Class,Sample Company A,United States,Office Supplies,California,Los Angeles,,
Binders,Home Office,West,Standard Class,Sample Company A,United States,Office Supplies,California,Los Angeles,,
Fasteners,Home Office,West,Standard Class,Sample Company A,United States,Office Supplies,California,Los Angeles,,
Paper,Home Office,West,Standard Class,Sample Company A,United States,Office Supplies,California,Los Angeles,1,0
Appliances,Home Office,West,Standard Class,Tamara Willingham,United States,Office Supplies,Arizona,Mesa,,
Art,Home Office,West,Standard Class,Tamara Willingham,United States,Office Supplies,Arizona,Mesa,,
Binders,Home Office,West,Standard Class,Tamara Willingham,United States,Office Supplies,Arizona,Mesa,,
Fasteners,Home Office,West,Standard Class,Tamara Willingham,United States,Office Supplies,Arizona,Mesa,,
Paper,Home Office,West,Standard Class,Tamara Willingham,United States,Office Supplies,Arizona,Mesa,1,0.2
Appliances,Home Office,West,Standard Class,Tony Chapman,United States,Office Supplies,Colorado,Aurora,1,0.2
Art,Home Office,West,Standard Class,Tony Chapman,United States,Office Supplies,Colorado,Aurora,,
Binders,Home Office,West,Standard Class,Tony Chapman,United States,Office Supplies,Colorado,Aurora,,
Fasteners,Home Office,West,Standard Class,Tony Chapman,United States,Office Supplies,Colorado,Aurora,,
Paper,Home Office,West,Standard Class,Tony Chapman,United States,Office Supplies,Colorado,Aurora,,
Appliances,Home Office,West,Standard Class,Vicky Freymann,United States,Office Supplies,Washington,Seattle,,
Art,Home Office,West,Standard Class,Vicky Freymann,United States,Office Supplies,Washington,Seattle,2,0
Binders,Home Office,West,Standard Class,Vicky Freymann,United States,Office Supplies,Washington,Seattle,1,0.2
Fasteners,Home Office,West,Standard Class,Vicky Freymann,United States,Office Supplies,Washington,Seattle,,
Paper,Home Office,West,Standard Class,Vicky Freymann,United States,Office Supplies,Washington,Seattle,,
Appliances,Home Office,West,Standard Class,Vicky Freymann,United States,Office Supplies,California,San Francisco,,
Art,Home Office,West,Standard Class,Vicky Freymann,United States,Office Supplies,California,San Francisco,2,0
Binders,Home Office,West,Standard Class,Vicky Freymann,United States,Office Supplies,California,San Francisco,,
Fasteners,Home Office,West,Standard Class,Vicky Freymann,United States,Office Supplies,California,San Francisco,,
Paper,Home Office,West,Standard Class,Vicky Freymann,United States,Office Supplies,California,San Francisco,,
Appliances,Home Office,West,Standard Class,Victor Preis,United States,Office Supplies,Nevada,Las Vegas,,
Art,Home Office,West,Standard Class,Victor Preis,United States,Office Supplies,Nevada,Las Vegas,,
Binders,Home Office,West,Standard Class,Victor Preis,United States,Office Supplies,Nevada,Las Vegas,1,0.2
Fasteners,Home Office,West,Standard Class,Victor Preis,United States,Office Supplies,Nevada,Las Vegas,,
Paper,Home Office,West,Standard Class,Victor Preis,United States,Office Supplies,Nevada,Las Vegas,,
Appliances,Home Office,West,Standard Class,Adam Bellavance,United States,Office Supplies,Washington,Des Moines,,
Art,Home Office,West,Standard Class,Adam Bellavance,United States,Office Supplies,Washington,Des Moines,,
Binders,Home Office,West,Standard Class,Adam Bellavance,United States,Office Supplies,Washington,Des Moines,,
Fasteners,Home Office,West,Standard Class,Adam Bellavance,United States,Office Supplies,Washington,Des Moines,,
Paper,Home Office,West,Standard Class,Adam Bellavance,United States,Office Supplies,Washington,Des Moines,1,0
Appliances,Home Office,West,Standard Class,Adrian Hane,United States,Office Supplies,California,San Francisco,,
Art,Home Office,West,Standard Class,Adrian Hane,United States,Office Supplies,California,San Francisco,,
Binders,Home Office,West,Standard Class,Adrian Hane,United States,Office Supplies,California,San Francisco,,
Fasteners,Home Office,West,Standard Class,Adrian Hane,United States,Office Supplies,California,San Francisco,,
Paper,Home Office,West,Standard Class,Adrian Hane,United States,Office Supplies,California,San Francisco,2,0
Appliances,Home Office,West,Standard Class,Alan Dominguez,United States,Office Supplies,California,San Francisco,,
Art,Home Office,West,Standard Class,Alan Dominguez,United States,Office Supplies,California,San Francisco,,
Binders,Home Office,West,Standard Class,Alan Dominguez,United States,Office Supplies,California,San Francisco,,
Fasteners,Home Office,West,Standard Class,Alan Dominguez,United States,Office Supplies,California,San Francisco,,
Paper,Home Office,West,Standard Class,Alan Dominguez,United States,Office Supplies,California,San Francisco,1,0
Appliances,Home Office,West,Standard Class,Alan Dominguez,United States,Office Supplies,Montana,Great Falls,,
Art,Home Office,West,Standard Class,Alan Dominguez,United States,Office Supplies,Montana,Great Falls,,
Binders,Home Office,West,Standard Class,Alan Dominguez,United States,Office Supplies,Montana,Great Falls,,
Fasteners,Home Office,West,Standard Class,Alan Dominguez,United States,Office Supplies,Montana,Great Falls,,
Paper,Home Office,West,Standard Class,Alan Dominguez,United States,Office Supplies,Montana,Great Falls,1,0
Appliances,Home Office,West,Standard Class,Alejandro Ballentine,United States,Office Supplies,California,Los Angeles,,
Art,Home Office,West,Standard Class,Alejandro Ballentine,United States,Office Supplies,California,Los Angeles,1,0
Binders,Home Office,West,Standard Class,Alejandro Ballentine,United States,Office Supplies,California,Los Angeles,,
Fasteners,Home Office,West,Standard Class,Alejandro Ballentine,United States,Office Supplies,California,Los Angeles,,
Paper,Home Office,West,Standard Class,Alejandro Ballentine,United States,Office Supplies,California,Los Angeles,,
Appliances,Home Office,West,Standard Class,Alejandro Ballentine,United States,Office Supplies,New Mexico,Carlsbad,,
