Item.Category,Time.FiscalYear,Store.Chain,Item.Segment,Item.Buyer,Sales.TotalSales,Sales.TotalSalesLY,Sales.TotalUnits
010-Womens,2014,Lindseys,4801,"Clemons, Uma",655.1899999999999,655.1899999999999,316
010-Womens,2014,Lindseys,4801,"Bolton, Marshall",400.94,400.94,136
010-Womens,2014,Lindseys,4801,"Mccray, Nayda",44,,32
010-Womens,2014,Lindseys,4801,"Hubbard, Quintessa",7.5,,7
010-Womens,2014,Lindseys,4801,"Buchanan, Alma",4.99,4.99,1
010-Womens,2014,Lindseys,4018,"Buchanan, Alma",888.92,888.92,169
010-Womens,2014,Lindseys,4018,"Clemons, Uma",97,97,23
010-Womens,2014,Lindseys,4574,"Long, Amy",415.67999999999995,,32
010-Womens,2014,Lindseys,4574,"Barrett, Galvin",269.90999999999997,,9
010-Womens,2014,Lindseys,4574,"Buchanan, Alma",149.9,,10
010-Womens,2014,Lindseys,4010,"Buchanan, Alma",693.5,693.5,143
010-Womens,2014,Lindseys,4010,"Nash, Colorado",114.92999999999999,96.94,9
010-Womens,2014,Lindseys,4010,"Clemons, Uma",5.99,5.99,1
010-Womens,2014,Lindseys,4458,"Petty, Perry",381.4,,58
010-Womens,2014,Lindseys,4458,"Buchanan, Alma",380.77,311.76,35
010-Womens,2014,Lindseys,4458,"Wright, Howard",23,,3
010-Womens,2014,Lindseys,4337,"Wright, Howard",675.9300000000001,,69
010-Womens,2014,Lindseys,4037,"Petty, Perry",613.4,,62
010-Womens,2014,Lindseys,4551,"Clemons, Uma",353.03999999999996,353.03999999999996,150
010-Womens,2014,Lindseys,4551,"Buchanan, Alma",156.86,156.86,45
010-Womens,2014,Lindseys,4551,"Mendez, Jerry",44.980000000000004,,13
010-Womens,2014,Lindseys,4552,"Clemons, Uma",544,544,182
010-Womens,2014,Lindseys,4025,"Ray, Violet",525.35,525.35,176
010-Womens,2014,Lindseys,4157,"Petty, Perry",480.62999999999994,,37
010-Womens,2014,Lindseys,4257,"Petty, Perry",438.57000000000005,,45
010-Womens,2014,Lindseys,4208,"Buchanan, Alma",421.01,421.01,65
010-Womens,2014,Lindseys,4208,"Carr, Slade",6,6,2
010-Womens,2014,Lindseys,4453,"Petty, Perry",413.31,,69
010-Womens,2014,Lindseys,4537,"Barrett, Galvin",398.78999999999996,,31
010-Womens,2014,Lindseys,4394,"Long, Amy",219.78,,22
010-Womens,2014,Lindseys,4394,"Barrett, Galvin",134.91,,9
010-Womens,2014,Lindseys,4554,"Clemons, Uma",259,259,87
010-Womens,2014,Lindseys,4554,"Mendez, Jerry",7,,1
010-Womens,2014,Lindseys,4454,"Petty, Perry",149.84999999999997,,15
010-Womens,2014,Lindseys,4454,"Long, Amy",79.91,,9
010-Womens,2014,Lindseys,4877,"Barrett, Galvin",179.94,,6
010-Womens,2014,Lindseys,4392,"Barrett, Galvin",168.87,,13
010-Womens,2014,Lindseys,4652,"Bolton, Marshall",167.82999999999998,167.82999999999998,39
010-Womens,2014,Lindseys,4535,"Buchanan, Alma",139.93,,7
010-Womens,2014,Lindseys,4579,"Barrett, Galvin",139.86,,14
010-Womens,2014,Lindseys,4536,"Buchanan, Alma",119.94000000000001,,6
010-Womens,2014,Lindseys,4090,"Long, Amy",118.89000000000001,,11
010-Womens,2014,Lindseys,4556,"Hubbard, Quintessa",114.99000000000001,,32
010-Womens,2014,Lindseys,4553,"Clemons, Uma",105,105,35
010-Womens,2014,Lindseys,4278,"Buchanan, Alma",77.94,,6
010-Womens,2014,Lindseys,4134,"Long, Amy",77.93,,7
010-Womens,2014,Lindseys,4031,"Buchanan, Alma",67.69,67.69,21
010-Womens,2014,Lindseys,4031,"Carr, Slade",7.99,7.99,1
010-Womens,2014,Lindseys,4576,"Mendez, Jerry",66,,22
010-Womens,2014,Lindseys,4576,"Wright, Howard",2,,1
010-Womens,2014,Lindseys,4006,"Hubbard, Quintessa",49.510000000000005,34.510000000000005,9
010-Womens,2014,Lindseys,4006,"Carr, Slade",16,16,4
010-Womens,2014,Lindseys,4013,"Clemons, Uma",40,40,12
010-Womens,2014,Lindseys,4013,"Buchanan, Alma",17.98,17.98,2
010-Womens,2014,Lindseys,4013,"Hubbard, Quintessa",2,,1
010-Womens,2014,Lindseys,4231,"Buchanan, Alma",55.5,55.5,12
010-Womens,2014,Lindseys,4806,"Hubbard, Quintessa",47.7,,14
010-Womens,2014,Lindseys,4578,"Ward, Kermit",42.67,,4
010-Womens,2014,Lindseys,4374,"Long, Amy",31.96,,4
010-Womens,2014,Lindseys,4001,"Ferrell, Sara",31.950000000000003,20.97,8
010-Womens,2014,Lindseys,4703,"Buchanan, Alma",25,,1
010-Womens,2014,Lindseys,4657,"Bolton, Marshall",10.98,10.98,3
010-Womens,2014,Lindseys,4654,"Bolton, Marshall",9,9,3
010-Womens,2014,Lindseys,4099,"Ferrell, Sara",7.99,7.99,1
010-Womens,2014,Lindseys,4575,"Mendez, Jerry",7.99,7.99,1
010-Womens,2014,Lindseys,4704,"Clemons, Uma",0,0,0
