Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Sub-Category,Orders.Country,Orders.Customer Name,Sum(Orders.Profit),CountNonNull(Orders.Row ID),Sum(Orders.Sales),Sum(Orders.Discount),Sum(Orders.Quantity)
Qtr 2,2017,Phones,United States,Roland Fjeld,,,,,
Qtr 3,2017,Phones,United States,Roland Fjeld,133.97129999999996,1,461.97,0,3
Qtr 4,2017,Phones,United States,Roland Fjeld,,,,,
Qtr 2,2014,Phones,United States,Roland Schwarz,163.78700000000003,1,629.9499999999999,0,5
Qtr 3,2014,Phones,United States,Roland Schwarz,,,,,
Qtr 4,2014,Phones,United States,Roland Schwarz,,,,,
Qtr 2,2015,Phones,United States,Roland Schwarz,,,,,
Qtr 3,2015,Phones,United States,Roland Schwarz,,,,,
Qtr 4,2015,Phones,United States,Roland Schwarz,,,,,
Qtr 2,2016,Phones,United States,Roland Schwarz,,,,,
Qtr 3,2016,Phones,United States,Roland Schwarz,,,,,
Qtr 4,2016,Phones,United States,Roland Schwarz,,,,,
Qtr 2,2017,Phones,United States,Roland Schwarz,89.31419999999997,1,307.98,0,2
Qtr 3,2017,Phones,United States,Roland Schwarz,,,,,
Qtr 4,2017,Phones,United States,Roland Schwarz,39.55,1,79.1,0,2
Qtr 2,2014,Phones,United States,Rose O'Brian,,,,,
Qtr 3,2014,Phones,United States,Rose O'Brian,,,,,
Qtr 4,2014,Phones,United States,Rose O'Brian,,,,,
Qtr 2,2015,Phones,United States,Rose O'Brian,,,,,
Qtr 3,2015,Phones,United States,Rose O'Brian,,,,,
Qtr 4,2015,Phones,United States,Rose O'Brian,50.44259999999998,1,173.94,0,6
Qtr 2,2016,Phones,United States,Rose O'Brian,,,,,
Qtr 3,2016,Phones,United States,Rose O'Brian,,,,,
Qtr 4,2016,Phones,United States,Rose O'Brian,,,,,
Qtr 2,2017,Phones,United States,Rose O'Brian,,,,,
Qtr 3,2017,Phones,United States,Rose O'Brian,,,,,
Qtr 4,2017,Phones,United States,Rose O'Brian,37.49499999999996,1,299.96,0.2,5
Qtr 2,2014,Phones,United States,Roy Collins,,,,,
Qtr 3,2014,Phones,United States,Roy Collins,,,,,
Qtr 4,2014,Phones,United States,Roy Collins,,,,,
Qtr 2,2015,Phones,United States,Roy Collins,,,,,
Qtr 3,2015,Phones,United States,Roy Collins,,,,,
Qtr 4,2015,Phones,United States,Roy Collins,,,,,
Qtr 2,2016,Phones,United States,Roy Collins,28.7196,1,328.224,0.2,4
Qtr 3,2016,Phones,United States,Roy Collins,,,,,
Qtr 4,2016,Phones,United States,Roy Collins,,,,,
Qtr 2,2017,Phones,United States,Roy Collins,,,,,
Qtr 3,2017,Phones,United States,Roy Collins,,,,,
Qtr 4,2017,Phones,United States,Roy Collins,,,,,
Qtr 2,2014,Phones,United States,Roy Französisch,,,,,
Qtr 3,2014,Phones,United States,Roy Französisch,,,,,
Qtr 4,2014,Phones,United States,Roy Französisch,,,,,
Qtr 2,2015,Phones,United States,Roy Französisch,,,,,
Qtr 3,2015,Phones,United States,Roy Französisch,,,,,
Qtr 4,2015,Phones,United States,Roy Französisch,,,,,
Qtr 2,2016,Phones,United States,Roy Französisch,7.981200000000001,1,29.56,0,4
Qtr 3,2016,Phones,United States,Roy Französisch,,,,,
Qtr 4,2016,Phones,United States,Roy Französisch,,,,,
Qtr 2,2017,Phones,United States,Roy Französisch,,,,,
Qtr 3,2017,Phones,United States,Roy Französisch,,,,,
Qtr 4,2017,Phones,United States,Roy Französisch,,,,,
Qtr 2,2014,Phones,United States,Roy Phan,,,,,
Qtr 3,2014,Phones,United States,Roy Phan,,,,,
Qtr 4,2014,Phones,United States,Roy Phan,,,,,
Qtr 2,2015,Phones,United States,Roy Phan,,,,,
Qtr 3,2015,Phones,United States,Roy Phan,-8.276399999999997,1,36.784,0.2,2
Qtr 4,2015,Phones,United States,Roy Phan,,,,,
Qtr 2,2016,Phones,United States,Roy Phan,,,,,
Qtr 3,2016,Phones,United States,Roy Phan,,,,,
Qtr 4,2016,Phones,United States,Roy Phan,,,,,
Qtr 2,2017,Phones,United States,Roy Phan,,,,,
Qtr 3,2017,Phones,United States,Roy Phan,,,,,
Qtr 4,2017,Phones,United States,Roy Phan,,,,,
Qtr 2,2014,Phones,United States,Ruben Ausman,,,,,
Qtr 3,2014,Phones,United States,Ruben Ausman,,,,,
Qtr 4,2014,Phones,United States,Ruben Ausman,,,,,
Qtr 2,2015,Phones,United States,Ruben Ausman,,,,,
Qtr 3,2015,Phones,United States,Ruben Ausman,,,,,
Qtr 4,2015,Phones,United States,Ruben Ausman,,,,,
Qtr 2,2016,Phones,United States,Ruben Ausman,,,,,
Qtr 3,2016,Phones,United States,Ruben Ausman,,,,,
Qtr 4,2016,Phones,United States,Ruben Ausman,,,,,
Qtr 2,2017,Phones,United States,Ruben Ausman,,,,,
Qtr 3,2017,Phones,United States,Ruben Ausman,,,,,
Qtr 4,2017,Phones,United States,Ruben Ausman,55.647000000000006,1,206.1,0,5
Qtr 2,2014,Phones,United States,Ruben Dartt,,,,,
Qtr 3,2014,Phones,United States,Ruben Dartt,,,,,
Qtr 4,2014,Phones,United States,Ruben Dartt,60.15360000000001,1,601.536,0.2,8
Qtr 2,2015,Phones,United States,Ruben Dartt,,,,,
Qtr 3,2015,Phones,United States,Ruben Dartt,,,,,
Qtr 4,2015,Phones,United States,Ruben Dartt,,,,,
Qtr 2,2016,Phones,United States,Ruben Dartt,97.01369999999986,1,862.344,0.2,7
Qtr 3,2016,Phones,United States,Ruben Dartt,,,,,
Qtr 4,2016,Phones,United States,Ruben Dartt,,,,,
Qtr 2,2017,Phones,United States,Ruben Dartt,,,,,
Qtr 3,2017,Phones,United States,Ruben Dartt,,,,,
Qtr 4,2017,Phones,United States,Ruben Dartt,,,,,
Qtr 2,2014,Phones,United States,Russell Applegate,,,,,
Qtr 3,2014,Phones,United States,Russell Applegate,,,,,
Qtr 4,2014,Phones,United States,Russell Applegate,247.9959999999998,1,1983.968,0.2,4
Qtr 2,2015,Phones,United States,Russell Applegate,,,,,
Qtr 3,2015,Phones,United States,Russell Applegate,13.438599999999994,1,153.584,0.2,2
Qtr 4,2015,Phones,United States,Russell Applegate,13.252199999999997,1,50.97,0,3
Qtr 2,2016,Phones,United States,Russell Applegate,,,,,
Qtr 3,2016,Phones,United States,Russell Applegate,,,,,
Qtr 4,2016,Phones,United States,Russell Applegate,,,,,
Qtr 2,2017,Phones,United States,Russell Applegate,,,,,
Qtr 3,2017,Phones,United States,Russell Applegate,,,,,
Qtr 4,2017,Phones,United States,Russell Applegate,,,,,
Qtr 2,2014,Phones,United States,Russell D'Ascenzo,,,,,
Qtr 3,2014,Phones,United States,Russell D'Ascenzo,,,,,
Qtr 4,2014,Phones,United States,Russell D'Ascenzo,,,,,
Qtr 2,2015,Phones,United States,Russell D'Ascenzo,,,,,
Qtr 3,2015,Phones,United States,Russell D'Ascenzo,38.9975,1,623.96,0.2,5
Qtr 4,2015,Phones,United States,Russell D'Ascenzo,,,,,
Qtr 2,2016,Phones,United States,Russell D'Ascenzo,,,,,
Qtr 3,2016,Phones,United States,Russell D'Ascenzo,,,,,
Qtr 4,2016,Phones,United States,Russell D'Ascenzo,,,,,
Qtr 2,2017,Phones,United States,Russell D'Ascenzo,,,,,
Qtr 3,2017,Phones,United States,Russell D'Ascenzo,,,,,
Qtr 4,2017,Phones,United States,Russell D'Ascenzo,,,,,
Qtr 2,2014,Phones,United States,Ryan Crowe,,,,,
Qtr 3,2014,Phones,United States,Ryan Crowe,,,,,
Qtr 4,2014,Phones,United States,Ryan Crowe,,,,,
Qtr 2,2015,Phones,United States,Ryan Crowe,,,,,
Qtr 3,2015,Phones,United States,Ryan Crowe,,,,,
Qtr 4,2015,Phones,United States,Ryan Crowe,,,,,
Qtr 2,2016,Phones,United States,Ryan Crowe,,,,,
Qtr 3,2016,Phones,United States,Ryan Crowe,27.43440000000001,1,97.98,0,2
Qtr 4,2016,Phones,United States,Ryan Crowe,25.191600000000005,1,89.97,0,3
Qtr 2,2017,Phones,United States,Ryan Crowe,,,,,
Qtr 3,2017,Phones,United States,Ryan Crowe,,,,,
Qtr 4,2017,Phones,United States,Ryan Crowe,,,,,
Qtr 2,2014,Phones,United States,Sally Hughsby,,,,,
Qtr 3,2014,Phones,United States,Sally Hughsby,,,,,
Qtr 4,2014,Phones,United States,Sally Hughsby,,,,,
Qtr 2,2015,Phones,United States,Sally Hughsby,,,,,
Qtr 3,2015,Phones,United States,Sally Hughsby,,,,,
Qtr 4,2015,Phones,United States,Sally Hughsby,,,,,
Qtr 2,2016,Phones,United States,Sally Hughsby,,,,,
Qtr 3,2016,Phones,United States,Sally Hughsby,88.90840000000003,2,361.486,0.2,13
Qtr 4,2016,Phones,United States,Sally Hughsby,,,,,
Qtr 2,2017,Phones,United States,Sally Hughsby,,,,,
Qtr 3,2017,Phones,United States,Sally Hughsby,,,,,
Qtr 4,2017,Phones,United States,Sally Hughsby,,,,,
Qtr 2,2014,Phones,United States,Sally Knutson,,,,,
Qtr 3,2014,Phones,United States,Sally Knutson,,,,,
Qtr 4,2014,Phones,United States,Sally Knutson,,,,,
Qtr 2,2015,Phones,United States,Sally Knutson,,,,,
Qtr 3,2015,Phones,United States,Sally Knutson,,,,,
Qtr 4,2015,Phones,United States,Sally Knutson,,,,,
Qtr 2,2016,Phones,United States,Sally Knutson,,,,,
Qtr 3,2016,Phones,United States,Sally Knutson,,,,,
Qtr 4,2016,Phones,United States,Sally Knutson,,,,,
Qtr 2,2017,Phones,United States,Sally Knutson,,,,,
Qtr 3,2017,Phones,United States,Sally Knutson,,,,,
Qtr 4,2017,Phones,United States,Sally Knutson,94.49369999999999,1,629.958,0.4,7
Qtr 2,2014,Phones,United States,Sam Craven,20.158400000000015,1,201.584,0.2,2
Qtr 3,2014,Phones,United States,Sam Craven,,,,,
Qtr 4,2014,Phones,United States,Sam Craven,,,,,
Qtr 2,2015,Phones,United States,Sam Craven,,,,,
Qtr 3,2015,Phones,United States,Sam Craven,,,,,
Qtr 4,2015,Phones,United States,Sam Craven,,,,,
Qtr 2,2016,Phones,United States,Sam Craven,,,,,
Qtr 3,2016,Phones,United States,Sam Craven,,,,,
Qtr 4,2016,Phones,United States,Sam Craven,,,,,
Qtr 2,2017,Phones,United States,Sam Craven,,,,,
Qtr 3,2017,Phones,United States,Sam Craven,,,,,
Qtr 4,2017,Phones,United States,Sam Craven,,,,,
Qtr 2,2014,Phones,United States,Sam Zeldin,,,,,
Qtr 3,2014,Phones,United States,Sam Zeldin,14.758199999999995,1,196.776,0.2,3
Qtr 4,2014,Phones,United States,Sam Zeldin,,,,,
Qtr 2,2015,Phones,United States,Sam Zeldin,,,,,
Qtr 3,2015,Phones,United States,Sam Zeldin,,,,,
Qtr 4,2015,Phones,United States,Sam Zeldin,,,,,
Qtr 2,2016,Phones,United States,Sam Zeldin,,,,,
Qtr 3,2016,Phones,United States,Sam Zeldin,,,,,
Qtr 4,2016,Phones,United States,Sam Zeldin,,,,,
Qtr 2,2017,Phones,United States,Sam Zeldin,,,,,
Qtr 3,2017,Phones,United States,Sam Zeldin,,,,,
Qtr 4,2017,Phones,United States,Sam Zeldin,,,,,
Qtr 2,2014,Phones,United States,Sample Company A,,,,,
Qtr 3,2014,Phones,United States,Sample Company A,,,,,
Qtr 4,2014,Phones,United States,Sample Company A,,,,,
Qtr 2,2015,Phones,United States,Sample Company A,,,,,
Qtr 3,2015,Phones,United States,Sample Company A,,,,,
Qtr 4,2015,Phones,United States,Sample Company A,,,,,
Qtr 2,2016,Phones,United States,Sample Company A,94.4925,1,377.96999999999997,0,3
Qtr 3,2016,Phones,United States,Sample Company A,,,,,
Qtr 4,2016,Phones,United States,Sample Company A,,,,,
Qtr 2,2017,Phones,United States,Sample Company A,,,,,
Qtr 3,2017,Phones,United States,Sample Company A,,,,,
Qtr 4,2017,Phones,United States,Sample Company A,,,,,
Qtr 2,2014,Phones,United States,Sandra Glassco,,,,,
Qtr 3,2014,Phones,United States,Sandra Glassco,,,,,
Qtr 4,2014,Phones,United States,Sandra Glassco,,,,,
Qtr 2,2015,Phones,United States,Sandra Glassco,,,,,
Qtr 3,2015,Phones,United States,Sandra Glassco,,,,,
Qtr 4,2015,Phones,United States,Sandra Glassco,145.78199999999993,1,1295.8400000000001,0.2,4
Qtr 2,2016,Phones,United States,Sandra Glassco,,,,,
Qtr 3,2016,Phones,United States,Sandra Glassco,,,,,
Qtr 4,2016,Phones,United States,Sandra Glassco,,,,,
Qtr 2,2017,Phones,United States,Sandra Glassco,,,,,
Qtr 3,2017,Phones,United States,Sandra Glassco,,,,,
Qtr 4,2017,Phones,United States,Sandra Glassco,,,,,
Qtr 2,2014,Phones,United States,Sanjit Engle,,,,,
Qtr 3,2014,Phones,United States,Sanjit Engle,,,,,
Qtr 4,2014,Phones,United States,Sanjit Engle,,,,,
Qtr 2,2015,Phones,United States,Sanjit Engle,10.5552,1,21.99,0,1
Qtr 3,2015,Phones,United States,Sanjit Engle,,,,,
Qtr 4,2015,Phones,United States,Sanjit Engle,,,,,
Qtr 2,2016,Phones,United States,Sanjit Engle,,,,,
Qtr 3,2016,Phones,United States,Sanjit Engle,,,,,
Qtr 4,2016,Phones,United States,Sanjit Engle,,,,,
Qtr 2,2017,Phones,United States,Sanjit Engle,,,,,
Qtr 3,2017,Phones,United States,Sanjit Engle,,,,,
Qtr 4,2017,Phones,United States,Sanjit Engle,,,,,
Qtr 2,2014,Phones,United States,Sanjit Jacobs,,,,,
Qtr 3,2014,Phones,United States,Sanjit Jacobs,,,,,
Qtr 4,2014,Phones,United States,Sanjit Jacobs,,,,,
Qtr 2,2015,Phones,United States,Sanjit Jacobs,,,,,
Qtr 3,2015,Phones,United States,Sanjit Jacobs,,,,,
Qtr 4,2015,Phones,United States,Sanjit Jacobs,,,,,
Qtr 2,2016,Phones,United States,Sanjit Jacobs,,,,,
Qtr 3,2016,Phones,United States,Sanjit Jacobs,7.9188000000000045,1,105.584,0.2,2
Qtr 4,2016,Phones,United States,Sanjit Jacobs,,,,,
Qtr 2,2017,Phones,United States,Sanjit Jacobs,,,,,
Qtr 3,2017,Phones,United States,Sanjit Jacobs,88.48500000000007,1,1415.76,0.2,6
Qtr 4,2017,Phones,United States,Sanjit Jacobs,,,,,
Qtr 2,2014,Phones,United States,Saphhira Shifley,,,,,
Qtr 3,2014,Phones,United States,Saphhira Shifley,,,,,
Qtr 4,2014,Phones,United States,Saphhira Shifley,,,,,
Qtr 2,2015,Phones,United States,Saphhira Shifley,,,,,
Qtr 3,2015,Phones,United States,Saphhira Shifley,,,,,
Qtr 4,2015,Phones,United States,Saphhira Shifley,,,,,
Qtr 2,2016,Phones,United States,Saphhira Shifley,,,,,
Qtr 3,2016,Phones,United States,Saphhira Shifley,,,,,
Qtr 4,2016,Phones,United States,Saphhira Shifley,,,,,
Qtr 2,2017,Phones,United States,Saphhira Shifley,,,,,
Qtr 3,2017,Phones,United States,Saphhira Shifley,146.2646,2,507.66,0,10
Qtr 4,2017,Phones,United States,Saphhira Shifley,,,,,
Qtr 2,2014,Phones,United States,Sara Luxemburg,,,,,
Qtr 3,2014,Phones,United States,Sara Luxemburg,,,,,
Qtr 4,2014,Phones,United States,Sara Luxemburg,,,,,
Qtr 2,2015,Phones,United States,Sara Luxemburg,,,,,
Qtr 3,2015,Phones,United States,Sara Luxemburg,,,,,
Qtr 4,2015,Phones,United States,Sara Luxemburg,,,,,
Qtr 2,2016,Phones,United States,Sara Luxemburg,,,,,
Qtr 3,2016,Phones,United States,Sara Luxemburg,,,,,
Qtr 4,2016,Phones,United States,Sara Luxemburg,,,,,
Qtr 2,2017,Phones,United States,Sara Luxemburg,,,,,
Qtr 3,2017,Phones,United States,Sara Luxemburg,,,,,
Qtr 4,2017,Phones,United States,Sara Luxemburg,374.3792000000001,1,1439.92,0,8
Qtr 2,2014,Phones,United States,Sarah Brown,,,,,
Qtr 3,2014,Phones,United States,Sarah Brown,3.4749999999999996,1,11.120000000000001,0.2,2
Qtr 4,2014,Phones,United States,Sarah Brown,,,,,
Qtr 2,2015,Phones,United States,Sarah Brown,58.17960000000002,1,775.7280000000001,0.2,6
Qtr 3,2015,Phones,United States,Sarah Brown,,,,,
Qtr 4,2015,Phones,United States,Sarah Brown,,,,,
Qtr 2,2016,Phones,United States,Sarah Brown,,,,,
Qtr 3,2016,Phones,United States,Sarah Brown,,,,,
Qtr 4,2016,Phones,United States,Sarah Brown,,,,,
Qtr 2,2017,Phones,United States,Sarah Brown,8.99699999999999,1,71.976,0.2,3
Qtr 3,2017,Phones,United States,Sarah Brown,,,,,
Qtr 4,2017,Phones,United States,Sarah Brown,,,,,
Qtr 2,2014,Phones,United States,Sarah Foster,,,,,
Qtr 3,2014,Phones,United States,Sarah Foster,,,,,
Qtr 4,2014,Phones,United States,Sarah Foster,,,,,
Qtr 2,2015,Phones,United States,Sarah Foster,,,,,
Qtr 3,2015,Phones,United States,Sarah Foster,-9.178799999999999,1,45.894,0.4,1
Qtr 4,2015,Phones,United States,Sarah Foster,,,,,
Qtr 2,2016,Phones,United States,Sarah Foster,,,,,
Qtr 3,2016,Phones,United States,Sarah Foster,,,,,
Qtr 4,2016,Phones,United States,Sarah Foster,,,,,
Qtr 2,2017,Phones,United States,Sarah Foster,,,,,
Qtr 3,2017,Phones,United States,Sarah Foster,6.293699999999998,1,71.92800000000001,0.2,9
Qtr 4,2017,Phones,United States,Sarah Foster,,,,,
Qtr 2,2014,Phones,United States,Sarah Jordon,,,,,
Qtr 3,2014,Phones,United States,Sarah Jordon,,,,,
Qtr 4,2014,Phones,United States,Sarah Jordon,,,,,
Qtr 2,2015,Phones,United States,Sarah Jordon,,,,,
Qtr 3,2015,Phones,United States,Sarah Jordon,,,,,
Qtr 4,2015,Phones,United States,Sarah Jordon,,,,,
Qtr 2,2016,Phones,United States,Sarah Jordon,,,,,
Qtr 3,2016,Phones,United States,Sarah Jordon,,,,,
Qtr 4,2016,Phones,United States,Sarah Jordon,,,,,
Qtr 2,2017,Phones,United States,Sarah Jordon,,,,,
Qtr 3,2017,Phones,United States,Sarah Jordon,,,,,
Qtr 4,2017,Phones,United States,Sarah Jordon,24.72749999999997,1,219.80000000000004,0.2,5
Qtr 2,2014,Phones,United States,Scot Coram,,,,,
Qtr 3,2014,Phones,United States,Scot Coram,,,,,
Qtr 4,2014,Phones,United States,Scot Coram,,,,,
Qtr 2,2015,Phones,United States,Scot Coram,,,,,
Qtr 3,2015,Phones,United States,Scot Coram,,,,,
Qtr 4,2015,Phones,United States,Scot Coram,,,,,
Qtr 2,2016,Phones,United States,Scot Coram,,,,,
Qtr 3,2016,Phones,United States,Scot Coram,79.268,3,987.5840000000002,0.6000000000000001,16
Qtr 4,2016,Phones,United States,Scot Coram,,,,,
Qtr 2,2017,Phones,United States,Scot Coram,,,,,
Qtr 3,2017,Phones,United States,Scot Coram,,,,,
Qtr 4,2017,Phones,United States,Scot Coram,,,,,
Qtr 2,2014,Phones,United States,Scott Williamson,,,,,
Qtr 3,2014,Phones,United States,Scott Williamson,,,,,
Qtr 4,2014,Phones,United States,Scott Williamson,,,,,
Qtr 2,2015,Phones,United States,Scott Williamson,,,,,
Qtr 3,2015,Phones,United States,Scott Williamson,,,,,
Qtr 4,2015,Phones,United States,Scott Williamson,,,,,
Qtr 2,2016,Phones,United States,Scott Williamson,,,,,
Qtr 3,2016,Phones,United States,Scott Williamson,,,,,
Qtr 4,2016,Phones,United States,Scott Williamson,220.48250000000002,1,881.93,0,7
Qtr 2,2017,Phones,United States,Scott Williamson,,,,,
Qtr 3,2017,Phones,United States,Scott Williamson,,,,,
Qtr 4,2017,Phones,United States,Scott Williamson,,,,,
Qtr 2,2014,Phones,United States,Sean Braxton,,,,,
Qtr 3,2014,Phones,United States,Sean Braxton,4.317599999999999,1,32.382,0.4,3
Qtr 4,2014,Phones,United States,Sean Braxton,,,,,
Qtr 2,2015,Phones,United States,Sean Braxton,,,,,
Qtr 3,2015,Phones,United States,Sean Braxton,,,,,
Qtr 4,2015,Phones,United States,Sean Braxton,,,,,
Qtr 2,2016,Phones,United States,Sean Braxton,,,,,
Qtr 3,2016,Phones,United States,Sean Braxton,,,,,
Qtr 4,2016,Phones,United States,Sean Braxton,,,,,
Qtr 2,2017,Phones,United States,Sean Braxton,,,,,
Qtr 3,2017,Phones,United States,Sean Braxton,,,,,
Qtr 4,2017,Phones,United States,Sean Braxton,,,,,
Qtr 2,2014,Phones,United States,Sean O'Donnell,,,,,
Qtr 3,2014,Phones,United States,Sean O'Donnell,,,,,
Qtr 4,2014,Phones,United States,Sean O'Donnell,,,,,
Qtr 2,2015,Phones,United States,Sean O'Donnell,,,,,
Qtr 3,2015,Phones,United States,Sean O'Donnell,,,,,
Qtr 4,2015,Phones,United States,Sean O'Donnell,10.389600000000002,1,39.96,0,4
Qtr 2,2016,Phones,United States,Sean O'Donnell,,,,,
Qtr 3,2016,Phones,United States,Sean O'Donnell,,,,,
Qtr 4,2016,Phones,United States,Sean O'Donnell,,,,,
Qtr 2,2017,Phones,United States,Sean O'Donnell,,,,,
Qtr 3,2017,Phones,United States,Sean O'Donnell,,,,,
Qtr 4,2017,Phones,United States,Sean O'Donnell,,,,,
Qtr 2,2014,Phones,United States,Sean Wendt,,,,,
Qtr 3,2014,Phones,United States,Sean Wendt,,,,,
Qtr 4,2014,Phones,United States,Sean Wendt,,,,,
Qtr 2,2015,Phones,United States,Sean Wendt,,,,,
Qtr 3,2015,Phones,United States,Sean Wendt,,,,,
Qtr 4,2015,Phones,United States,Sean Wendt,,,,,
Qtr 2,2016,Phones,United States,Sean Wendt,134.654,1,517.9,0,2
Qtr 3,2016,Phones,United States,Sean Wendt,,,,,
Qtr 4,2016,Phones,United States,Sean Wendt,,,,,
Qtr 2,2017,Phones,United States,Sean Wendt,,,,,
Qtr 3,2017,Phones,United States,Sean Wendt,-52.64099999999999,1,210.56400000000002,0.4,6
Qtr 4,2017,Phones,United States,Sean Wendt,,,,,
Qtr 2,2014,Phones,United States,Seth Vernon,,,,,
Qtr 3,2014,Phones,United States,Seth Vernon,,,,,
Qtr 4,2014,Phones,United States,Seth Vernon,,,,,
Qtr 2,2015,Phones,United States,Seth Vernon,,,,,
Qtr 3,2015,Phones,United States,Seth Vernon,,,,,
Qtr 4,2015,Phones,United States,Seth Vernon,,,,,
Qtr 2,2016,Phones,United States,Seth Vernon,,,,,
Qtr 3,2016,Phones,United States,Seth Vernon,,,,,
Qtr 4,2016,Phones,United States,Seth Vernon,,,,,
Qtr 2,2017,Phones,United States,Seth Vernon,,,,,
Qtr 3,2017,Phones,United States,Seth Vernon,379.2177000000001,2,1404.51,0,5
Qtr 4,2017,Phones,United States,Seth Vernon,,,,,
Qtr 2,2014,Phones,United States,Shahid Collister,,,,,
Qtr 3,2014,Phones,United States,Shahid Collister,,,,,
Qtr 4,2014,Phones,United States,Shahid Collister,,,,,
Qtr 2,2015,Phones,United States,Shahid Collister,,,,,
Qtr 3,2015,Phones,United States,Shahid Collister,,,,,
Qtr 4,2015,Phones,United States,Shahid Collister,,,,,
Qtr 2,2016,Phones,United States,Shahid Collister,,,,,
Qtr 3,2016,Phones,United States,Shahid Collister,,,,,
Qtr 4,2016,Phones,United States,Shahid Collister,,,,,
Qtr 2,2017,Phones,United States,Shahid Collister,98.27220000000001,1,377.96999999999997,0,3
Qtr 3,2017,Phones,United States,Shahid Collister,,,,,
Qtr 4,2017,Phones,United States,Shahid Collister,,,,,
Qtr 2,2014,Phones,United States,Shahid Hopkins,,,,,
Qtr 3,2014,Phones,United States,Shahid Hopkins,,,,,
Qtr 4,2014,Phones,United States,Shahid Hopkins,5.218199999999992,1,46.384,0.2,2
Qtr 2,2015,Phones,United States,Shahid Hopkins,,,,,
Qtr 3,2015,Phones,United States,Shahid Hopkins,,,,,
Qtr 4,2015,Phones,United States,Shahid Hopkins,,,,,
Qtr 2,2016,Phones,United States,Shahid Hopkins,,,,,
Qtr 3,2016,Phones,United States,Shahid Hopkins,,,,,
Qtr 4,2016,Phones,United States,Shahid Hopkins,,,,,
Qtr 2,2017,Phones,United States,Shahid Hopkins,,,,,
Qtr 3,2017,Phones,United States,Shahid Hopkins,,,,,
Qtr 4,2017,Phones,United States,Shahid Hopkins,,,,,
Qtr 2,2014,Phones,United States,Shahid Shariari,,,,,
Qtr 3,2014,Phones,United States,Shahid Shariari,,,,,
Qtr 4,2014,Phones,United States,Shahid Shariari,,,,,
Qtr 2,2015,Phones,United States,Shahid Shariari,,,,,
Qtr 3,2015,Phones,United States,Shahid Shariari,,,,,
Qtr 4,2015,Phones,United States,Shahid Shariari,-24.043499999999995,1,110.97,0.4,5
Qtr 2,2016,Phones,United States,Shahid Shariari,,,,,
Qtr 3,2016,Phones,United States,Shahid Shariari,,,,,
Qtr 4,2016,Phones,United States,Shahid Shariari,,,,,
Qtr 2,2017,Phones,United States,Shahid Shariari,,,,,
Qtr 3,2017,Phones,United States,Shahid Shariari,,,,,
Qtr 4,2017,Phones,United States,Shahid Shariari,,,,,
Qtr 2,2014,Phones,United States,Shaun Chance,,,,,
Qtr 3,2014,Phones,United States,Shaun Chance,,,,,
Qtr 4,2014,Phones,United States,Shaun Chance,,,,,
Qtr 2,2015,Phones,United States,Shaun Chance,,,,,
Qtr 3,2015,Phones,United States,Shaun Chance,,,,,
Qtr 4,2015,Phones,United States,Shaun Chance,,,,,
Qtr 2,2016,Phones,United States,Shaun Chance,,,,,
Qtr 3,2016,Phones,United States,Shaun Chance,,,,,
Qtr 4,2016,Phones,United States,Shaun Chance,,,,,
Qtr 2,2017,Phones,United States,Shaun Chance,,,,,
Qtr 3,2017,Phones,United States,Shaun Chance,,,,,
Qtr 4,2017,Phones,United States,Shaun Chance,-28.33210000000001,2,151.52999999999997,0.8,3
Qtr 2,2014,Phones,United States,Shaun Weien,,,,,
Qtr 3,2014,Phones,United States,Shaun Weien,,,,,
Qtr 4,2014,Phones,United States,Shaun Weien,,,,,
Qtr 2,2015,Phones,United States,Shaun Weien,,,,,
Qtr 3,2015,Phones,United States,Shaun Weien,,,,,
Qtr 4,2015,Phones,United States,Shaun Weien,,,,,
Qtr 2,2016,Phones,United States,Shaun Weien,,,,,
Qtr 3,2016,Phones,United States,Shaun Weien,125.19799999999992,1,1001.5840000000001,0.2,2
Qtr 4,2016,Phones,United States,Shaun Weien,,,,,
Qtr 2,2017,Phones,United States,Shaun Weien,,,,,
Qtr 3,2017,Phones,United States,Shaun Weien,,,,,
Qtr 4,2017,Phones,United States,Shaun Weien,,,,,
Qtr 2,2014,Phones,United States,Shirley Daniels,,,,,
Qtr 3,2014,Phones,United States,Shirley Daniels,,,,,
Qtr 4,2014,Phones,United States,Shirley Daniels,,,,,
Qtr 2,2015,Phones,United States,Shirley Daniels,,,,,
Qtr 3,2015,Phones,United States,Shirley Daniels,,,,,
Qtr 4,2015,Phones,United States,Shirley Daniels,,,,,
Qtr 2,2016,Phones,United States,Shirley Daniels,,,,,
Qtr 3,2016,Phones,United States,Shirley Daniels,,,,,
Qtr 4,2016,Phones,United States,Shirley Daniels,,,,,
Qtr 2,2017,Phones,United States,Shirley Daniels,5.997999999999992,1,47.984,0.2,2
Qtr 3,2017,Phones,United States,Shirley Daniels,,,,,
Qtr 4,2017,Phones,United States,Shirley Daniels,,,,,
Qtr 2,2014,Phones,United States,Shirley Jackson,,,,,
Qtr 3,2014,Phones,United States,Shirley Jackson,,,,,
Qtr 4,2014,Phones,United States,Shirley Jackson,-2.998500000000002,1,15.991999999999999,0.2,1
Qtr 2,2015,Phones,United States,Shirley Jackson,,,,,
Qtr 3,2015,Phones,United States,Shirley Jackson,,,,,
