Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.Region,Orders.Country,Orders.City,Orders.Customer ID,Orders.Customer Name,Orders.Order ID,Sum(Orders.Discount)
2016,Office Supplies,Supplies,South,United States,Columbus,TP-21130,Theone Pippenger,CA-2016-142370,0
2017,Office Supplies,Supplies,South,United States,Columbus,TP-21130,Theone Pippenger,CA-2016-142370,
2014,Office Supplies,Supplies,South,United States,Concord,DL-13330,Denise Leinenbach,US-2014-130358,0.2
2015,Office Supplies,Supplies,South,United States,Concord,DL-13330,Denise Leinenbach,US-2014-130358,
2016,Office Supplies,Supplies,South,United States,Concord,DL-13330,Denise Leinenbach,US-2014-130358,
2017,Office Supplies,Supplies,South,United States,Concord,DL-13330,Denise Leinenbach,US-2014-130358,
2014,Office Supplies,Supplies,South,United States,Florence,IM-15070,Irene Maddox,CA-2014-120768,0
2015,Office Supplies,Supplies,South,United States,Florence,IM-15070,Irene Maddox,CA-2014-120768,
2016,Office Supplies,Supplies,South,United States,Florence,IM-15070,Irene Maddox,CA-2014-120768,
2017,Office Supplies,Supplies,South,United States,Florence,IM-15070,Irene Maddox,CA-2014-120768,
2014,Office Supplies,Supplies,South,United States,Greensboro,EB-13975,Erica Bern,US-2016-150357,
2015,Office Supplies,Supplies,South,United States,Greensboro,EB-13975,Erica Bern,US-2016-150357,
2016,Office Supplies,Supplies,South,United States,Greensboro,EB-13975,Erica Bern,US-2016-150357,0.2
2017,Office Supplies,Supplies,South,United States,Greensboro,EB-13975,Erica Bern,US-2016-150357,
2014,Office Supplies,Supplies,South,United States,Greenville,SU-20665,Stephanie Ulpright,CA-2016-123414,
2015,Office Supplies,Supplies,South,United States,Greenville,SU-20665,Stephanie Ulpright,CA-2016-123414,
2016,Office Supplies,Supplies,South,United States,Greenville,SU-20665,Stephanie Ulpright,CA-2016-123414,0.2
2017,Office Supplies,Supplies,South,United States,Greenville,SU-20665,Stephanie Ulpright,CA-2016-123414,
2014,Office Supplies,Supplies,South,United States,Hialeah,SC-20695,Steve Chapman,CA-2016-114713,
2015,Office Supplies,Supplies,South,United States,Hialeah,SC-20695,Steve Chapman,CA-2016-114713,
2016,Office Supplies,Supplies,South,United States,Hialeah,SC-20695,Steve Chapman,CA-2016-114713,0.2
2017,Office Supplies,Supplies,South,United States,Hialeah,SC-20695,Steve Chapman,CA-2016-114713,
2014,Office Supplies,Supplies,South,United States,Homestead,AF-10870,Art Ferguson,CA-2017-167871,
2015,Office Supplies,Supplies,South,United States,Homestead,AF-10870,Art Ferguson,CA-2017-167871,
2016,Office Supplies,Supplies,South,United States,Homestead,AF-10870,Art Ferguson,CA-2017-167871,
2017,Office Supplies,Supplies,South,United States,Homestead,AF-10870,Art Ferguson,CA-2017-167871,0.2
2014,Office Supplies,Supplies,South,United States,Hoover,EB-13750,Edward Becker,CA-2017-122707,
2015,Office Supplies,Supplies,South,United States,Hoover,EB-13750,Edward Becker,CA-2017-122707,
2016,Office Supplies,Supplies,South,United States,Hoover,EB-13750,Edward Becker,CA-2017-122707,
2017,Office Supplies,Supplies,South,United States,Hoover,EB-13750,Edward Becker,CA-2017-122707,0
2014,Office Supplies,Supplies,South,United States,Jacksonville,CJ-12010,Caroline Jumper,CA-2017-102204,
2015,Office Supplies,Supplies,South,United States,Jacksonville,CJ-12010,Caroline Jumper,CA-2017-102204,
2016,Office Supplies,Supplies,South,United States,Jacksonville,CJ-12010,Caroline Jumper,CA-2017-102204,
2017,Office Supplies,Supplies,South,United States,Jacksonville,CJ-12010,Caroline Jumper,CA-2017-102204,0.2
2014,Office Supplies,Supplies,South,United States,Jacksonville,NC-18415,Nathan Cano,CA-2016-156503,
2015,Office Supplies,Supplies,South,United States,Jacksonville,NC-18415,Nathan Cano,CA-2016-156503,
2016,Office Supplies,Supplies,South,United States,Jacksonville,NC-18415,Nathan Cano,CA-2016-156503,0.2
2017,Office Supplies,Supplies,South,United States,Jacksonville,NC-18415,Nathan Cano,CA-2016-156503,
2014,Office Supplies,Supplies,South,United States,Lafayette,AC-10450,Amy Cox,CA-2017-158729,
2015,Office Supplies,Supplies,South,United States,Lafayette,AC-10450,Amy Cox,CA-2017-158729,
2016,Office Supplies,Supplies,South,United States,Lafayette,AC-10450,Amy Cox,CA-2017-158729,
2017,Office Supplies,Supplies,South,United States,Lafayette,AC-10450,Amy Cox,CA-2017-158729,0
2014,Office Supplies,Supplies,South,United States,Louisville,KC-16675,Kimberly Carter,CA-2017-123687,
2015,Office Supplies,Supplies,South,United States,Louisville,KC-16675,Kimberly Carter,CA-2017-123687,
2016,Office Supplies,Supplies,South,United States,Louisville,KC-16675,Kimberly Carter,CA-2017-123687,
2017,Office Supplies,Supplies,South,United States,Louisville,KC-16675,Kimberly Carter,CA-2017-123687,0
2014,Office Supplies,Supplies,South,United States,Miami,DH-13675,Duane Huffman,CA-2014-156244,0.2
2015,Office Supplies,Supplies,South,United States,Miami,DH-13675,Duane Huffman,CA-2014-156244,
2016,Office Supplies,Supplies,South,United States,Miami,DH-13675,Duane Huffman,CA-2014-156244,
2017,Office Supplies,Supplies,South,United States,Miami,DH-13675,Duane Huffman,CA-2014-156244,
2014,Office Supplies,Supplies,South,United States,Newport News,EH-14125,Eugene Hildebrand,CA-2016-136126,
2015,Office Supplies,Supplies,South,United States,Newport News,EH-14125,Eugene Hildebrand,CA-2016-136126,
2016,Office Supplies,Supplies,South,United States,Newport News,EH-14125,Eugene Hildebrand,CA-2016-136126,0
2017,Office Supplies,Supplies,South,United States,Newport News,EH-14125,Eugene Hildebrand,CA-2016-136126,
2014,Office Supplies,Supplies,South,United States,North Miami,JP-15520,Jeremy Pistek,CA-2014-130918,0.2
2015,Office Supplies,Supplies,South,United States,North Miami,JP-15520,Jeremy Pistek,CA-2014-130918,
2016,Office Supplies,Supplies,South,United States,North Miami,JP-15520,Jeremy Pistek,CA-2014-130918,
2017,Office Supplies,Supplies,South,United States,North Miami,JP-15520,Jeremy Pistek,CA-2014-130918,
2014,Office Supplies,Supplies,South,United States,Owensboro,DW-13585,Dorothy Wardle,CA-2014-120432,0
2015,Office Supplies,Supplies,South,United States,Owensboro,DW-13585,Dorothy Wardle,CA-2014-120432,
2016,Office Supplies,Supplies,South,United States,Owensboro,DW-13585,Dorothy Wardle,CA-2014-120432,
2017,Office Supplies,Supplies,South,United States,Owensboro,DW-13585,Dorothy Wardle,CA-2014-120432,
2014,Office Supplies,Supplies,South,United States,Richmond,JD-15895,Jonathan Doherty,CA-2016-143805,
2015,Office Supplies,Supplies,South,United States,Richmond,JD-15895,Jonathan Doherty,CA-2016-143805,
2016,Office Supplies,Supplies,South,United States,Richmond,JD-15895,Jonathan Doherty,CA-2016-143805,0
2017,Office Supplies,Supplies,South,United States,Richmond,JD-15895,Jonathan Doherty,CA-2016-143805,
2014,Office Supplies,Supplies,South,United States,Richmond,RD-19810,Ross DeVincentis,CA-2017-155292,
2015,Office Supplies,Supplies,South,United States,Richmond,RD-19810,Ross DeVincentis,CA-2017-155292,
2016,Office Supplies,Supplies,South,United States,Richmond,RD-19810,Ross DeVincentis,CA-2017-155292,
2017,Office Supplies,Supplies,South,United States,Richmond,RD-19810,Ross DeVincentis,CA-2017-155292,0
2014,Office Supplies,Supplies,South,United States,Salem,AM-10705,Anne McFarland,CA-2017-104731,
2015,Office Supplies,Supplies,South,United States,Salem,AM-10705,Anne McFarland,CA-2017-104731,
2016,Office Supplies,Supplies,South,United States,Salem,AM-10705,Anne McFarland,CA-2017-104731,
2017,Office Supplies,Supplies,South,United States,Salem,AM-10705,Anne McFarland,CA-2017-104731,0
2014,Office Supplies,Supplies,South,United States,Suffolk,ML-17755,Max Ludwig,CA-2016-110254,
2015,Office Supplies,Supplies,South,United States,Suffolk,ML-17755,Max Ludwig,CA-2016-110254,
2016,Office Supplies,Supplies,South,United States,Suffolk,ML-17755,Max Ludwig,CA-2016-110254,0
2017,Office Supplies,Supplies,South,United States,Suffolk,ML-17755,Max Ludwig,CA-2016-110254,
2014,Office Supplies,Supplies,South,United States,Tamarac,AH-10195,Alan Haines,CA-2016-112697,
2015,Office Supplies,Supplies,South,United States,Tamarac,AH-10195,Alan Haines,CA-2016-112697,
2016,Office Supplies,Supplies,South,United States,Tamarac,AH-10195,Alan Haines,CA-2016-112697,0.2
2017,Office Supplies,Supplies,South,United States,Tamarac,AH-10195,Alan Haines,CA-2016-112697,
2014,Office Supplies,Supplies,South,United States,Tampa,DB-13120,David Bremer,CA-2015-161998,
2015,Office Supplies,Supplies,South,United States,Tampa,DB-13120,David Bremer,CA-2015-161998,0.2
2016,Office Supplies,Supplies,South,United States,Tampa,DB-13120,David Bremer,CA-2015-161998,
2017,Office Supplies,Supplies,South,United States,Tampa,DB-13120,David Bremer,CA-2015-161998,
2014,Office Supplies,Supplies,South,United States,Thomasville,CS-12505,Cindy Stewart,CA-2016-121958,
2015,Office Supplies,Supplies,South,United States,Thomasville,CS-12505,Cindy Stewart,CA-2016-121958,
2016,Office Supplies,Supplies,South,United States,Thomasville,CS-12505,Cindy Stewart,CA-2016-121958,0.2
2017,Office Supplies,Supplies,South,United States,Thomasville,CS-12505,Cindy Stewart,CA-2016-121958,
2014,Office Supplies,Supplies,South,United States,Virginia Beach,TD-20995,Tamara Dahlen,CA-2014-130155,0
2015,Office Supplies,Supplies,South,United States,Virginia Beach,TD-20995,Tamara Dahlen,CA-2014-130155,
2016,Office Supplies,Supplies,South,United States,Virginia Beach,TD-20995,Tamara Dahlen,CA-2014-130155,
2017,Office Supplies,Supplies,South,United States,Virginia Beach,TD-20995,Tamara Dahlen,CA-2014-130155,
2014,Office Supplies,Supplies,West,United States,Anaheim,CA-12310,Christine Abelman,CA-2017-120936,
2015,Office Supplies,Supplies,West,United States,Anaheim,CA-12310,Christine Abelman,CA-2017-120936,
2016,Office Supplies,Supplies,West,United States,Anaheim,CA-12310,Christine Abelman,CA-2017-120936,
2017,Office Supplies,Supplies,West,United States,Anaheim,CA-12310,Christine Abelman,CA-2017-120936,0
2014,Office Supplies,Supplies,West,United States,Anaheim,MD-17350,Maribeth Dona,CA-2014-143371,0
2015,Office Supplies,Supplies,West,United States,Anaheim,MD-17350,Maribeth Dona,CA-2014-143371,
2016,Office Supplies,Supplies,West,United States,Anaheim,MD-17350,Maribeth Dona,CA-2014-143371,
2017,Office Supplies,Supplies,West,United States,Anaheim,MD-17350,Maribeth Dona,CA-2014-143371,
2014,Office Supplies,Supplies,West,United States,Aurora,TC-21475,Tony Chapman,CA-2015-151841,
2015,Office Supplies,Supplies,West,United States,Aurora,TC-21475,Tony Chapman,CA-2015-151841,0.2
2016,Office Supplies,Supplies,West,United States,Aurora,TC-21475,Tony Chapman,CA-2015-151841,
2017,Office Supplies,Supplies,West,United States,Aurora,TC-21475,Tony Chapman,CA-2015-151841,
2014,Office Supplies,Supplies,West,United States,Avondale,PB-19150,Philip Brown,CA-2014-146843,0.2
2015,Office Supplies,Supplies,West,United States,Avondale,PB-19150,Philip Brown,CA-2014-146843,
2016,Office Supplies,Supplies,West,United States,Avondale,PB-19150,Philip Brown,CA-2014-146843,
2017,Office Supplies,Supplies,West,United States,Avondale,PB-19150,Philip Brown,CA-2014-146843,
2014,Office Supplies,Supplies,West,United States,Bellevue,CR-12580,Clay Rozendal,CA-2016-165561,
2015,Office Supplies,Supplies,West,United States,Bellevue,CR-12580,Clay Rozendal,CA-2016-165561,
2016,Office Supplies,Supplies,West,United States,Bellevue,CR-12580,Clay Rozendal,CA-2016-165561,0
2017,Office Supplies,Supplies,West,United States,Bellevue,CR-12580,Clay Rozendal,CA-2016-165561,
2014,Office Supplies,Supplies,West,United States,Carlsbad,AB-10255,Alejandro Ballentine,CA-2017-155873,
2015,Office Supplies,Supplies,West,United States,Carlsbad,AB-10255,Alejandro Ballentine,CA-2017-155873,
2016,Office Supplies,Supplies,West,United States,Carlsbad,AB-10255,Alejandro Ballentine,CA-2017-155873,
2017,Office Supplies,Supplies,West,United States,Carlsbad,AB-10255,Alejandro Ballentine,CA-2017-155873,0
2014,Office Supplies,Supplies,West,United States,Denver,AP-10915,Arthur Prichep,CA-2014-124737,0.2
2015,Office Supplies,Supplies,West,United States,Denver,AP-10915,Arthur Prichep,CA-2014-124737,
2016,Office Supplies,Supplies,West,United States,Denver,AP-10915,Arthur Prichep,CA-2014-124737,
2017,Office Supplies,Supplies,West,United States,Denver,AP-10915,Arthur Prichep,CA-2014-124737,
2014,Office Supplies,Supplies,West,United States,Denver,SE-20110,Sanjit Engle,CA-2017-105851,
2015,Office Supplies,Supplies,West,United States,Denver,SE-20110,Sanjit Engle,CA-2017-105851,
2016,Office Supplies,Supplies,West,United States,Denver,SE-20110,Sanjit Engle,CA-2017-105851,
2017,Office Supplies,Supplies,West,United States,Denver,SE-20110,Sanjit Engle,CA-2017-105851,0.2
2014,Office Supplies,Supplies,West,United States,Eugene,TP-21565,Tracy Poddar,CA-2016-163328,
2015,Office Supplies,Supplies,West,United States,Eugene,TP-21565,Tracy Poddar,CA-2016-163328,
2016,Office Supplies,Supplies,West,United States,Eugene,TP-21565,Tracy Poddar,CA-2016-163328,0.2
2017,Office Supplies,Supplies,West,United States,Eugene,TP-21565,Tracy Poddar,CA-2016-163328,
2014,Office Supplies,Supplies,West,United States,Farmington,AW-10840,Anthony Witt,CA-2015-149678,
2015,Office Supplies,Supplies,West,United States,Farmington,AW-10840,Anthony Witt,CA-2015-149678,0
2016,Office Supplies,Supplies,West,United States,Farmington,AW-10840,Anthony Witt,CA-2015-149678,
2017,Office Supplies,Supplies,West,United States,Farmington,AW-10840,Anthony Witt,CA-2015-149678,
2014,Office Supplies,Supplies,West,United States,Glendale,JP-15460,Jennifer Patt,CA-2016-161676,
2015,Office Supplies,Supplies,West,United States,Glendale,JP-15460,Jennifer Patt,CA-2016-161676,
2016,Office Supplies,Supplies,West,United States,Glendale,JP-15460,Jennifer Patt,CA-2016-161676,0.2
2017,Office Supplies,Supplies,West,United States,Glendale,JP-15460,Jennifer Patt,CA-2016-161676,
2014,Office Supplies,Supplies,West,United States,Inglewood,DR-12880,Dan Reichenbach,CA-2017-161956,
2015,Office Supplies,Supplies,West,United States,Inglewood,DR-12880,Dan Reichenbach,CA-2017-161956,
2016,Office Supplies,Supplies,West,United States,Inglewood,DR-12880,Dan Reichenbach,CA-2017-161956,
2017,Office Supplies,Supplies,West,United States,Inglewood,DR-12880,Dan Reichenbach,CA-2017-161956,0
2014,Office Supplies,Supplies,West,United States,Lodi,JK-15730,Joe Kamberova,CA-2017-137918,
2015,Office Supplies,Supplies,West,United States,Lodi,JK-15730,Joe Kamberova,CA-2017-137918,
2016,Office Supplies,Supplies,West,United States,Lodi,JK-15730,Joe Kamberova,CA-2017-137918,
2017,Office Supplies,Supplies,West,United States,Lodi,JK-15730,Joe Kamberova,CA-2017-137918,0
2014,Office Supplies,Supplies,West,United States,Long Beach,JF-15190,Jamie Frazer,US-2017-123862,
2015,Office Supplies,Supplies,West,United States,Long Beach,JF-15190,Jamie Frazer,US-2017-123862,
2016,Office Supplies,Supplies,West,United States,Long Beach,JF-15190,Jamie Frazer,US-2017-123862,
2017,Office Supplies,Supplies,West,United States,Long Beach,JF-15190,Jamie Frazer,US-2017-123862,0
2014,Office Supplies,Supplies,West,United States,Long Beach,TG-21640,Trudy Glocke,CA-2015-149713,
2015,Office Supplies,Supplies,West,United States,Long Beach,TG-21640,Trudy Glocke,CA-2015-149713,0
2016,Office Supplies,Supplies,West,United States,Long Beach,TG-21640,Trudy Glocke,CA-2015-149713,
2017,Office Supplies,Supplies,West,United States,Long Beach,TG-21640,Trudy Glocke,CA-2015-149713,
2014,Office Supplies,Supplies,West,United States,Los Angeles,AH-10075,Adam Hart,CA-2016-144015,
2015,Office Supplies,Supplies,West,United States,Los Angeles,AH-10075,Adam Hart,CA-2016-144015,
2016,Office Supplies,Supplies,West,United States,Los Angeles,AH-10075,Adam Hart,CA-2016-144015,0
2017,Office Supplies,Supplies,West,United States,Los Angeles,AH-10075,Adam Hart,CA-2016-144015,
2014,Office Supplies,Supplies,West,United States,Los Angeles,CC-12145,Charles Crestani,CA-2015-132906,
2015,Office Supplies,Supplies,West,United States,Los Angeles,CC-12145,Charles Crestani,CA-2015-132906,0
2016,Office Supplies,Supplies,West,United States,Los Angeles,CC-12145,Charles Crestani,CA-2015-132906,
2017,Office Supplies,Supplies,West,United States,Los Angeles,CC-12145,Charles Crestani,CA-2015-132906,
2014,Office Supplies,Supplies,West,United States,Los Angeles,EM-14095,Eudokia Martin,CA-2016-161669,
2015,Office Supplies,Supplies,West,United States,Los Angeles,EM-14095,Eudokia Martin,CA-2016-161669,
2016,Office Supplies,Supplies,West,United States,Los Angeles,EM-14095,Eudokia Martin,CA-2016-161669,0
2017,Office Supplies,Supplies,West,United States,Los Angeles,EM-14095,Eudokia Martin,CA-2016-161669,
2014,Office Supplies,Supplies,West,United States,Los Angeles,GB-14530,George Bell,CA-2015-167745,
2015,Office Supplies,Supplies,West,United States,Los Angeles,GB-14530,George Bell,CA-2015-167745,0
2016,Office Supplies,Supplies,West,United States,Los Angeles,GB-14530,George Bell,CA-2015-167745,
2017,Office Supplies,Supplies,West,United States,Los Angeles,GB-14530,George Bell,CA-2015-167745,
2014,Office Supplies,Supplies,West,United States,Los Angeles,HG-14965,Henry Goldwyn,CA-2016-145919,
2015,Office Supplies,Supplies,West,United States,Los Angeles,HG-14965,Henry Goldwyn,CA-2016-145919,
2016,Office Supplies,Supplies,West,United States,Los Angeles,HG-14965,Henry Goldwyn,CA-2016-145919,0
2017,Office Supplies,Supplies,West,United States,Los Angeles,HG-14965,Henry Goldwyn,CA-2016-145919,
2014,Office Supplies,Supplies,West,United States,Los Angeles,HG-14965,Henry Goldwyn,US-2017-160143,
2015,Office Supplies,Supplies,West,United States,Los Angeles,HG-14965,Henry Goldwyn,US-2017-160143,
2016,Office Supplies,Supplies,West,United States,Los Angeles,HG-14965,Henry Goldwyn,US-2017-160143,
2017,Office Supplies,Supplies,West,United States,Los Angeles,HG-14965,Henry Goldwyn,US-2017-160143,0
2014,Office Supplies,Supplies,West,United States,Los Angeles,KD-16270,Karen Daniels,CA-2015-110870,
2015,Office Supplies,Supplies,West,United States,Los Angeles,KD-16270,Karen Daniels,CA-2015-110870,0
2016,Office Supplies,Supplies,West,United States,Los Angeles,KD-16270,Karen Daniels,CA-2015-110870,
2017,Office Supplies,Supplies,West,United States,Los Angeles,KD-16270,Karen Daniels,CA-2015-110870,
2014,Office Supplies,Supplies,West,United States,Los Angeles,MC-18130,Mike Caudle,CA-2016-129868,
2015,Office Supplies,Supplies,West,United States,Los Angeles,MC-18130,Mike Caudle,CA-2016-129868,
2016,Office Supplies,Supplies,West,United States,Los Angeles,MC-18130,Mike Caudle,CA-2016-129868,0
2017,Office Supplies,Supplies,West,United States,Los Angeles,MC-18130,Mike Caudle,CA-2016-129868,
2014,Office Supplies,Supplies,West,United States,Los Angeles,RP-19855,Roy Phan,CA-2015-129546,
2015,Office Supplies,Supplies,West,United States,Los Angeles,RP-19855,Roy Phan,CA-2015-129546,0
2016,Office Supplies,Supplies,West,United States,Los Angeles,RP-19855,Roy Phan,CA-2015-129546,
2017,Office Supplies,Supplies,West,United States,Los Angeles,RP-19855,Roy Phan,CA-2015-129546,
2014,Office Supplies,Supplies,West,United States,Los Angeles,SS-20410,Shahid Shariari,CA-2014-127558,0
2015,Office Supplies,Supplies,West,United States,Los Angeles,SS-20410,Shahid Shariari,CA-2014-127558,
2016,Office Supplies,Supplies,West,United States,Los Angeles,SS-20410,Shahid Shariari,CA-2014-127558,
2017,Office Supplies,Supplies,West,United States,Los Angeles,SS-20410,Shahid Shariari,CA-2014-127558,
2014,Office Supplies,Supplies,West,United States,Los Angeles,TS-21370,Todd Sumrall,CA-2014-101931,0
2015,Office Supplies,Supplies,West,United States,Los Angeles,TS-21370,Todd Sumrall,CA-2014-101931,
2016,Office Supplies,Supplies,West,United States,Los Angeles,TS-21370,Todd Sumrall,CA-2014-101931,
2017,Office Supplies,Supplies,West,United States,Los Angeles,TS-21370,Todd Sumrall,CA-2014-101931,
2014,Office Supplies,Supplies,West,United States,Los Angeles,VF-21715,Vicky Freymann,CA-2014-146528,0
2015,Office Supplies,Supplies,West,United States,Los Angeles,VF-21715,Vicky Freymann,CA-2014-146528,
2016,Office Supplies,Supplies,West,United States,Los Angeles,VF-21715,Vicky Freymann,CA-2014-146528,
2017,Office Supplies,Supplies,West,United States,Los Angeles,VF-21715,Vicky Freymann,CA-2014-146528,
2014,Office Supplies,Supplies,West,United States,Phoenix,TN-21040,Tanja Norvell,CA-2016-109869,
2015,Office Supplies,Supplies,West,United States,Phoenix,TN-21040,Tanja Norvell,CA-2016-109869,
2016,Office Supplies,Supplies,West,United States,Phoenix,TN-21040,Tanja Norvell,CA-2016-109869,0.2
2017,Office Supplies,Supplies,West,United States,Phoenix,TN-21040,Tanja Norvell,CA-2016-109869,
2014,Office Supplies,Supplies,West,United States,Provo,RH-19510,Rick Huthwaite,CA-2016-122322,
2015,Office Supplies,Supplies,West,United States,Provo,RH-19510,Rick Huthwaite,CA-2016-122322,
2016,Office Supplies,Supplies,West,United States,Provo,RH-19510,Rick Huthwaite,CA-2016-122322,0
2017,Office Supplies,Supplies,West,United States,Provo,RH-19510,Rick Huthwaite,CA-2016-122322,
2014,Office Supplies,Supplies,West,United States,Redlands,SG-20080,Sandra Glassco,CA-2015-164882,
2015,Office Supplies,Supplies,West,United States,Redlands,SG-20080,Sandra Glassco,CA-2015-164882,0
2016,Office Supplies,Supplies,West,United States,Redlands,SG-20080,Sandra Glassco,CA-2015-164882,
2017,Office Supplies,Supplies,West,United States,Redlands,SG-20080,Sandra Glassco,CA-2015-164882,
2014,Office Supplies,Supplies,West,United States,Roseville,LC-16885,Lena Creighton,CA-2016-145583,
2015,Office Supplies,Supplies,West,United States,Roseville,LC-16885,Lena Creighton,CA-2016-145583,
2016,Office Supplies,Supplies,West,United States,Roseville,LC-16885,Lena Creighton,CA-2016-145583,0
2017,Office Supplies,Supplies,West,United States,Roseville,LC-16885,Lena Creighton,CA-2016-145583,
2014,Office Supplies,Supplies,West,United States,Sacramento,FO-14305,Frank Olsen,CA-2016-112578,
2015,Office Supplies,Supplies,West,United States,Sacramento,FO-14305,Frank Olsen,CA-2016-112578,
2016,Office Supplies,Supplies,West,United States,Sacramento,FO-14305,Frank Olsen,CA-2016-112578,0
2017,Office Supplies,Supplies,West,United States,Sacramento,FO-14305,Frank Olsen,CA-2016-112578,
2014,Office Supplies,Supplies,West,United States,Salem,MG-17890,Michael Granlund,CA-2017-127712,
2015,Office Supplies,Supplies,West,United States,Salem,MG-17890,Michael Granlund,CA-2017-127712,
2016,Office Supplies,Supplies,West,United States,Salem,MG-17890,Michael Granlund,CA-2017-127712,
2017,Office Supplies,Supplies,West,United States,Salem,MG-17890,Michael Granlund,CA-2017-127712,0.2
2014,Office Supplies,Supplies,West,United States,Salem,TB-21250,Tim Brockman,CA-2014-129364,0.2
2015,Office Supplies,Supplies,West,United States,Salem,TB-21250,Tim Brockman,CA-2014-129364,
2016,Office Supplies,Supplies,West,United States,Salem,TB-21250,Tim Brockman,CA-2014-129364,
2017,Office Supplies,Supplies,West,United States,Salem,TB-21250,Tim Brockman,CA-2014-129364,
2014,Office Supplies,Supplies,West,United States,San Bernardino,BK-11260,Berenike Kampe,CA-2015-113110,
2015,Office Supplies,Supplies,West,United States,San Bernardino,BK-11260,Berenike Kampe,CA-2015-113110,0
2016,Office Supplies,Supplies,West,United States,San Bernardino,BK-11260,Berenike Kampe,CA-2015-113110,
2017,Office Supplies,Supplies,West,United States,San Bernardino,BK-11260,Berenike Kampe,CA-2015-113110,
2014,Office Supplies,Supplies,West,United States,San Diego,CK-12595,Clytie Kelty,CA-2014-106264,0
2015,Office Supplies,Supplies,West,United States,San Diego,CK-12595,Clytie Kelty,CA-2014-106264,
2016,Office Supplies,Supplies,West,United States,San Diego,CK-12595,Clytie Kelty,CA-2014-106264,
2017,Office Supplies,Supplies,West,United States,San Diego,CK-12595,Clytie Kelty,CA-2014-106264,
2014,Office Supplies,Supplies,West,United States,San Diego,PF-19165,Philip Fox,CA-2015-101707,
2015,Office Supplies,Supplies,West,United States,San Diego,PF-19165,Philip Fox,CA-2015-101707,0
2016,Office Supplies,Supplies,West,United States,San Diego,PF-19165,Philip Fox,CA-2015-101707,
2017,Office Supplies,Supplies,West,United States,San Diego,PF-19165,Philip Fox,CA-2015-101707,
2014,Office Supplies,Supplies,West,United States,San Francisco,CC-12430,Chuck Clark,US-2016-114888,
2015,Office Supplies,Supplies,West,United States,San Francisco,CC-12430,Chuck Clark,US-2016-114888,
2016,Office Supplies,Supplies,West,United States,San Francisco,CC-12430,Chuck Clark,US-2016-114888,0
2017,Office Supplies,Supplies,West,United States,San Francisco,CC-12430,Chuck Clark,US-2016-114888,
2014,Office Supplies,Supplies,West,United States,San Francisco,CM-12445,Chuck Magee,CA-2014-133851,0
2015,Office Supplies,Supplies,West,United States,San Francisco,CM-12445,Chuck Magee,CA-2014-133851,
2016,Office Supplies,Supplies,West,United States,San Francisco,CM-12445,Chuck Magee,CA-2014-133851,
2017,Office Supplies,Supplies,West,United States,San Francisco,CM-12445,Chuck Magee,CA-2014-133851,
2014,Office Supplies,Supplies,West,United States,San Francisco,CS-12175,Charles Sheldon,CA-2017-117632,
2015,Office Supplies,Supplies,West,United States,San Francisco,CS-12175,Charles Sheldon,CA-2017-117632,
2016,Office Supplies,Supplies,West,United States,San Francisco,CS-12175,Charles Sheldon,CA-2017-117632,
2017,Office Supplies,Supplies,West,United States,San Francisco,CS-12175,Charles Sheldon,CA-2017-117632,0
2014,Office Supplies,Supplies,West,United States,San Francisco,DH-13675,Duane Huffman,CA-2014-105249,0
2015,Office Supplies,Supplies,West,United States,San Francisco,DH-13675,Duane Huffman,CA-2014-105249,
2016,Office Supplies,Supplies,West,United States,San Francisco,DH-13675,Duane Huffman,CA-2014-105249,
2017,Office Supplies,Supplies,West,United States,San Francisco,DH-13675,Duane Huffman,CA-2014-105249,
2014,Office Supplies,Supplies,West,United States,San Francisco,EH-13765,Edward Hooks,CA-2016-136301,
2015,Office Supplies,Supplies,West,United States,San Francisco,EH-13765,Edward Hooks,CA-2016-136301,
2016,Office Supplies,Supplies,West,United States,San Francisco,EH-13765,Edward Hooks,CA-2016-136301,0
2017,Office Supplies,Supplies,West,United States,San Francisco,EH-13765,Edward Hooks,CA-2016-136301,
2014,Office Supplies,Supplies,West,United States,San Francisco,HJ-14875,Heather Jas,CA-2016-118500,
2015,Office Supplies,Supplies,West,United States,San Francisco,HJ-14875,Heather Jas,CA-2016-118500,
2016,Office Supplies,Supplies,West,United States,San Francisco,HJ-14875,Heather Jas,CA-2016-118500,0
2017,Office Supplies,Supplies,West,United States,San Francisco,HJ-14875,Heather Jas,CA-2016-118500,
2014,Office Supplies,Supplies,West,United States,San Francisco,JK-15370,Jay Kimmel,US-2017-103828,
2015,Office Supplies,Supplies,West,United States,San Francisco,JK-15370,Jay Kimmel,US-2017-103828,
2016,Office Supplies,Supplies,West,United States,San Francisco,JK-15370,Jay Kimmel,US-2017-103828,
2017,Office Supplies,Supplies,West,United States,San Francisco,JK-15370,Jay Kimmel,US-2017-103828,0
2014,Office Supplies,Supplies,West,United States,San Francisco,KL-16645,Ken Lonsdale,CA-2014-143917,0
2015,Office Supplies,Supplies,West,United States,San Francisco,KL-16645,Ken Lonsdale,CA-2014-143917,
2016,Office Supplies,Supplies,West,United States,San Francisco,KL-16645,Ken Lonsdale,CA-2014-143917,
2017,Office Supplies,Supplies,West,United States,San Francisco,KL-16645,Ken Lonsdale,CA-2014-143917,
